primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappearance_count,sqrt_reappearance,reappears_after_first
wayne newton,1972,"""Daddy Don't You Walk So Fast""","""wayne newton""",TRUE,1,Geffen,1971-04-01,Geffen,1970,FALSE,10,0,0,FALSE
looking glass,1972,"""Brandy (You're a Fine Girl)""","""looking glass""",TRUE,1,Epic/Legacy,1972,Epic; Legacy,1970,TRUE,12,0,0,FALSE
the chi-lites,1972,"""Oh Girl""","""the chi-lites""",TRUE,1,Red Bus Music,1975-09-18,Red Bus Music,1970,FALSE,13,0,0,FALSE
gallery,1972,"""Nice to Be with You""","""gallery""",TRUE,1,Sussex Records,1972-09-06,Sussex Records,1970,FALSE,14,0,0,FALSE
chuck berry,1972,"""My Ding-a-Ling""","""chuck berry""",TRUE,1,Mercury Records,1967-01-01,Mercury Records,1970,FALSE,15,0,0,FALSE
luther ingram,1972,"""(If Loving You Is Wrong) I Don't Want to Be Right""","""luther ingram""",TRUE,1,Airline Records,1965-03-02,Airline Records,1970,FALSE,16,0,0,FALSE
neil young,1972,"""Heart of Gold""","""neil young""",TRUE,1,Reprise,1972-02-01,Reprise,1970,FALSE,17,0,0,FALSE
the stylistics,1972,"""Betcha by Golly, Wow""","""the stylistics""",TRUE,4,AVCO Records Corp.,1973-01-01,AVCO Records Corp.,1970,FALSE,18,3,1.7320508075688772,TRUE
the staple singers,1972,"""I'll Take You There""","""the staple singers""",TRUE,2,Stax,1972,Stax,1970,FALSE,19,1,1,TRUE
michael jackson,1972,"""Ben""","""michael jackson""",TRUE,26,Motown,1972-08-04,Motown,1970,TRUE,20,25,5,TRUE
robert john,1972,"""The Lion Sleeps Tonight""","""robert john""",TRUE,2,Buddah/Legacy,1970-01-01,Buddah; Legacy,1970,TRUE,21,1,1,TRUE
billy preston,1972,"""Outa-Space""","""billy preston""",TRUE,4,A&M,1971-01-01,A&M,1970,FALSE,22,3,1.7320508075688772,TRUE
war,1972,"""Slippin' into Darkness""","""war""",TRUE,7,Avenue Records,1972-01-01,Avenue Records,1970,FALSE,23,6,2.449489742783178,TRUE
mouth,1972,"""How Do You Do""","[""mouth"",""macneal""]",TRUE,1,Geffen*,1996-01-01,Geffen*,1970,FALSE,25,0,0,FALSE
america,1972,"""A Horse with No Name""","""america""",TRUE,4,Warner Records,1972,Warner Records,1970,TRUE,27,3,1.7320508075688772,TRUE
hot butter,1972,"""Popcorn""","""hot butter""",TRUE,1,J Records/Legacy,2001-11-07,J Records; Legacy,1970,TRUE,28,0,0,FALSE
the main ingredient,1972,"""Everybody Plays the Fool""","""the main ingredient""",TRUE,2,RCA Records Label,1996-04-30,RCA Records Label,1970,FALSE,29,1,1,TRUE
climax,1972,"""Precious and Few""","""climax""",TRUE,1,Rocky Road Records,1972-06-22,Rocky Road Records,1970,FALSE,30,0,0,FALSE
the moody blues,1972,"""Nights in White Satin""","""the moody blues""",TRUE,1,UMC (Universal Music Catalogue),1967-11-10,UMC (Universal Music Catalogue),1970,FALSE,32,0,0,FALSE
raspberries,1972,"""Go All the Way""","""raspberries""",TRUE,1,Capitol Records,1972,Capitol Records,1970,TRUE,33,0,0,FALSE
the o'jays,1972,"""Back Stabbers""","""the o'jays""",TRUE,6,Legacy/Epic Associated,1972-01-01,Legacy; Epic Associated,1970,TRUE,35,5,2.23606797749979,TRUE
jonathan edwards,1972,"""Sunshine""","""jonathan edwards""",TRUE,1,Rhino/Elektra,1971,Rhino; Elektra,1970,TRUE,37,0,0,FALSE
mel,1972,"""Starting All Over Again""","[""mel"",""tim""]",TRUE,1,Stax,1972-01-01,Stax,1970,FALSE,38,0,0,FALSE
elton john,1972,"""Rocket Man""","""elton john""",TRUE,28,UMC (Universal Music Catalogue),1970-04-10,UMC (Universal Music Catalogue),1970,FALSE,40,27,5.196152422706632,TRUE
daniel boone,1972,"""Beautiful Sunday""","""daniel boone""",TRUE,1,RKO Music,2013-03-31,RKO Music,1970,FALSE,42,0,0,FALSE
dennis coffey,1972,"""Scorpio""","""dennis coffey""",TRUE,1,Clarence Avant Catalog,1971-11-06,Clarence Avant Catalog,1970,FALSE,43,0,0,FALSE
arlo guthrie,1972,"""City of New Orleans""","""arlo guthrie""",TRUE,1,Rising Son Records,1975-09-30,Rising Son Records,1970,FALSE,45,0,0,FALSE
ricky nelson,1972,"""Garden Party""","""ricky nelson""",TRUE,1,Geffen,1972,Geffen,1970,FALSE,46,0,0,FALSE
johnny nash,1972,"""I Can See Clearly Now""","""johnny nash""",TRUE,2,Epic,1972,Epic,1970,FALSE,47,1,1,TRUE
betty wright,1972,"""Clean Up Woman""","""betty wright""",TRUE,1,Rhino Atlantic,1972,Rhino Atlantic,1970,TRUE,49,0,0,FALSE
argent,1972,"""Hold Your Head Up""","""argent""",TRUE,1,Epic,1971,Epic,1970,FALSE,50,0,0,FALSE
the chakachas,1972,"""Jungle Fever""","""the chakachas""",TRUE,1,AVCO Records Corp.,1972-01-01,AVCO Records Corp.,1970,FALSE,51,0,0,FALSE
donna fargo,1972,"""The Happiest Girl in the Whole U.S.A.""","""donna fargo""",TRUE,2,Mercury Nashville,1986-01-01,Mercury Nashville,1970,FALSE,55,1,1,TRUE
t. rex,1972,"""Bang a Gong (Get it On)""","""t. rex""",TRUE,1,Rhino/Warner Records,1971-09-24,Rhino; Warner Records,1970,TRUE,56,0,0,FALSE
paul simon,1972,"""Mother and Child Reunion""","""paul simon""",TRUE,5,Legacy Recordings,1972-01-14,Legacy Recordings,1970,FALSE,57,4,2,TRUE
derek and the dominos,1972,"""Layla""","""derek and the dominos""",TRUE,1,Universal Music Group International,1970-11-01,Universal Music Group International,1970,FALSE,60,0,0,FALSE
dr. hook,1972,"""Sylvia's Mother""","[""dr. hook"",""the medicine show""]",TRUE,8,Columbia,1972,Columbia,1970,TRUE,64,7,2.6457513110645907,TRUE
jim croce,1972,"""You Don't Mess Around with Jim""","""jim croce""",TRUE,4,Croce Music Publishing,1966-01-01,Croce Music Publishing,1970,FALSE,68,3,1.7320508075688772,TRUE
commander cody,1972,"""Hot Rod Lincoln""","[""commander cody"",""his lost planet airmen""]",TRUE,1,Geffen,1971-11-01,Geffen,1970,FALSE,69,0,0,FALSE
sonny,1972,"""A Cowboy's Work Is Never Done""","[""sonny"",""cher""]",TRUE,1,CM BLUE NOTE (A92),1962-01-01,CM BLUE NOTE (A92),1970,FALSE,70,0,0,FALSE
apollo 100,1972,"""Joy""","""apollo 100""",TRUE,1,Gulf Coast Records,1972-08-08,Gulf Coast Records,1970,FALSE,71,0,0,FALSE
charley pride,1972,"""Kiss an Angel Good Mornin'""","""charley pride""",TRUE,1,RCA/Legacy,1971-11-01,RCA; Legacy,1970,TRUE,74,0,0,FALSE
alice cooper,1972,"""School's Out""","""alice cooper""",TRUE,6,Rhino/Warner Records,1972,Rhino; Warner Records,1970,TRUE,75,5,2.23606797749979,TRUE
joe simon,1972,"""Drowning in the Sea of Love""","""joe simon""",TRUE,3,Ace Records,1972-01-01,Ace Records,1970,FALSE,77,2,1.4142135623730951,TRUE
the jimmy castor bunch,1972,"""Troglodyte (Cave Man)""","""the jimmy castor bunch""",TRUE,1,Legacy Recordings,1972-03-04,Legacy Recordings,1970,FALSE,80,0,0,FALSE
redbone,1972,"""The Witch Queen of New Orleans""","""redbone""",TRUE,2,Legacy Recordings,1971-12-22,Legacy Recordings,1970,FALSE,81,1,1,TRUE
curtis mayfield,1972,"""Freddie's Dead""","""curtis mayfield""",TRUE,2,Rhino,1972-07-01,Rhino,1970,TRUE,82,1,1,TRUE
jerry butler,1972,"""Ain't Understanding Mellow""","[""jerry butler"",""brenda lee eager""]",TRUE,1,Mercury Records,1968-11-01,Mercury Records,1970,FALSE,84,0,0,FALSE
harry chapin,1972,"""Taxi""","""harry chapin""",TRUE,2,Rhino/Elektra,1972,Rhino; Elektra,1970,TRUE,85,1,1,TRUE
beverly bremers,1972,"""Don't Say You Don't Remember""","""beverly bremers""",TRUE,1,Coast To Coast Records,1972-07-25,Coast To Coast Records,1970,FALSE,86,0,0,FALSE
bobby vinton,1972,"""Sealed with a Kiss""","""bobby vinton""",TRUE,1,Epic/Legacy,1972-07-01,Epic; Legacy,1970,TRUE,87,0,0,FALSE
todd rundgren,1972,"""I Saw the Light""","""todd rundgren""",TRUE,2,Rhino,1972,Rhino,1970,TRUE,88,1,1,TRUE
sailcat,1972,"""Motorcycle Mama""","""sailcat""",TRUE,1,Legacy Recordings,1971,Legacy Recordings,1970,FALSE,89,0,0,FALSE
original cast of godspell,1972,"""Day by Day""","""original cast of godspell""",TRUE,1,Masterworks Broadway,1995-03-06,Masterworks Broadway,1970,FALSE,90,0,0,FALSE
yes,1972,"""Roundabout""","""yes""",TRUE,2,Rhino Atlantic,1971-11-12,Rhino Atlantic,1970,TRUE,91,1,1,TRUE
jackson browne,1972,"""Doctor My Eyes""","""jackson browne""",TRUE,4,Rhino/Elektra,1972-01-01,Rhino; Elektra,1970,TRUE,92,3,1.7320508075688772,TRUE
the detroit emeralds,1972,"""Baby Let Me Take You (In My Arms)""","""the detroit emeralds""",TRUE,1,Westbound Records,1972-01-31,Westbound Records,1970,FALSE,95,0,0,FALSE
rick springfield,1972,"""Speak to the Sky""","""rick springfield""",TRUE,5,CAPITOL CATALOG MKT (C92),1972-08-08,CAPITOL CATALOG MKT (C92),1970,FALSE,96,4,2,TRUE
the hillside singers,1972,"""I'd Like to Teach the World to Sing (In Perfect Harmony)""","""the hillside singers""",TRUE,1,Metromedia Records,1971-11-22,Metromedia Records,1970,FALSE,97,0,0,FALSE
love unlimited,1972,"""Walkin' in the Rain with the One I Love""","""love unlimited""",TRUE,1,Geffen,1972-01-01,Geffen,1970,FALSE,98,0,0,FALSE
james brown,1972,"""Get on the Good Foot""","""james brown""",TRUE,2,Universal Records,1972-11-20,Universal Records,1970,FALSE,99,1,1,TRUE
the isley brothers,1972,"""Pop That Thang""","""the isley brothers""",TRUE,4,Epic/Legacy,1972-08-21,Epic; Legacy,1970,TRUE,100,3,1.7320508075688772,TRUE
kris kristofferson,1973,"""Why Me""","""kris kristofferson""",TRUE,1,Legacy Recordings,1972-11-01,Legacy Recordings,1970,FALSE,6,0,0,FALSE
vicki lawrence,1973,"""The Night the Lights Went Out in Georgia""","""vicki lawrence""",TRUE,1,GME LLC,1973-01-01,GME LLC,1970,FALSE,11,0,0,FALSE
clint holmes,1973,"""Playground in My Mind""","""clint holmes""",TRUE,1,Epic/Legacy,1973-04-20,Epic; Legacy,1970,TRUE,12,0,0,FALSE
stories,1973,"""Brother Louie""","""stories""",TRUE,1,Legacy Recordings,1973,Legacy Recordings,1970,FALSE,13,0,0,FALSE
billy paul,1973,"""Me and Mrs. Jones""","""billy paul""",TRUE,1,Epic/Legacy,1972-10-25,Epic; Legacy,1970,TRUE,15,0,0,FALSE
the edgar winter group,1973,"""Frankenstein""","""the edgar winter group""",TRUE,2,Epic,1972-11-30,Epic,1970,FALSE,16,1,1,TRUE
dobie gray,1973,"""Drift Away""","""dobie gray""",TRUE,1,Geffen,1973-01-01,Geffen,1970,FALSE,17,0,0,FALSE
sweet,1973,"""Little Willy""","""sweet""",TRUE,4,Monument/Legacy,1970-01-01,Monument; Legacy,1970,TRUE,18,3,1.7320508075688772,TRUE
sylvia robinson,1973,"""Pillow Talk""","""sylvia robinson""",TRUE,1,Rhino,1996-08-20,Rhino,1970,TRUE,22,0,0,FALSE
grand funk railroad,1973,"""We're an American Band""","""grand funk railroad""",TRUE,3,Capitol Records,1973,Capitol Records,1970,TRUE,23,2,1.4142135623730951,TRUE
dr. john,1973,"""Right Place Wrong Time""","""dr. john""",TRUE,1,Rhino/Elektra,1973,Rhino; Elektra,1970,TRUE,24,0,0,FALSE
skylark,1973,"""Wildflower""","""skylark""",TRUE,1,EMI Music Special Markets,1996-01-01,EMI Music Special Markets,1970,FALSE,25,0,0,FALSE
maureen mcgovern,1973,"""The Morning After""","""maureen mcgovern""",TRUE,1,Polydor Records,1984-01-01,Polydor Records,1970,FALSE,28,0,0,FALSE
stealers wheel,1973,"""Stuck in the Middle with You""","""stealers wheel""",TRUE,1,UMC (Universal Music Catalogue),1972-01-01,UMC (Universal Music Catalogue),1970,FALSE,30,0,0,FALSE
barry white,1973,"""I'm Gonna Love You Just a Little More Baby""","""barry white""",TRUE,3,Island Def Jam,1973-01-01,Island Def Jam,1970,FALSE,33,2,1.4142135623730951,TRUE
eddie kendricks,1973,"""Keep on Truckin'""","""eddie kendricks""",TRUE,3,UNI/MOTOWN,1973-01-01,UNI; MOTOWN,1970,TRUE,35,2,1.4142135623730951,TRUE
king harvest,1973,"""Dancing in the Moonlight""","""king harvest""",TRUE,1,Darbo Music LLC,1972-03-01,Darbo Music LLC,1970,FALSE,37,0,0,FALSE
bobby 'boris' pickett,1973,"""Monster Mash""","""bobby 'boris' pickett""",TRUE,1,Decca Music Group Ltd.,1962,Decca Music Group Ltd.,1970,FALSE,38,0,0,FALSE
bloodstone,1973,"""Natural High""","""bloodstone""",TRUE,1,Warner Music Group - X5 Music Group,1972-09-15,Warner Music Group - X5 Music Group,1970,FALSE,39,0,0,FALSE
seals,1973,"""Diamond Girl""","[""seals"",""crofts""]",TRUE,2,Rhino/Warner Records,1973,Rhino; Warner Records,1970,TRUE,40,1,1,TRUE
the doobie brothers,1973,"""Long Train Runnin'""","""the doobie brothers""",TRUE,3,Warner Records,1973,Warner Records,1970,TRUE,41,2,1.4142135623730951,TRUE
jermaine jackson,1973,"""Daddy's Home""","""jermaine jackson""",TRUE,3,UNI/MOTOWN,1972-01-01,UNI; MOTOWN,1970,TRUE,44,2,1.4142135623730951,TRUE
new york city,1973,"""I'm Doin' Fine Now""","""new york city""",TRUE,1,Crimson,1973,Crimson,1970,FALSE,46,0,0,FALSE
deep purple,1973,"""Smoke on the Water""","""deep purple""",TRUE,1,Rhino/Warner Records,1972-03-25,Rhino; Warner Records,1970,TRUE,50,0,0,FALSE
charlie rich,1973,"""Behind Closed Doors""","""charlie rich""",TRUE,3,Epic/Legacy,1970,Epic; Legacy,1970,TRUE,52,2,1.4142135623730951,TRUE
loggins,1973,"""Your Mama Don't Dance""","[""loggins"",""messina""]",TRUE,1,Columbia/Legacy,1971,Columbia; Legacy,1970,TRUE,53,0,0,FALSE
hurricane smith,1973,"""Oh, Babe, What Would You Say?""","""hurricane smith""",TRUE,1,LaFace Records,2008-05-23,LaFace Records,1970,FALSE,57,0,0,FALSE
johnnie taylor,1973,"""I Believe in You (You Believe in Me)""","""johnnie taylor""",TRUE,2,Stax,1973-01-01,Stax,1970,FALSE,58,1,1,TRUE
eric weissberg,1973,"""Dueling Banjos""","[""eric weissberg"",""steve mandell""]",TRUE,1,Rhino/Warner Records,1973,Rhino; Warner Records,1970,TRUE,61,0,0,FALSE
b.w. stevenson,1973,"""My Maria""","""b.w. stevenson""",TRUE,1,RCA Victor/Legacy,1973-07-19,RCA Victor; Legacy,1970,TRUE,64,0,0,FALSE
edward bear,1973,"""Last Song""","""edward bear""",TRUE,1,Universal Music Canada – Catalog (Domestic),1973-01-20,Universal Music Canada – Catalog (Domestic),1970,FALSE,66,0,0,FALSE
steely dan,1973,"""Reelin' in the Years""","""steely dan""",TRUE,6,Geffen,1972-11-01,Geffen,1970,FALSE,68,5,2.23606797749979,TRUE
focus,1973,"""Hocus Pocus""","""focus""",TRUE,1,Red Bullet,1971,Red Bullet,1970,FALSE,69,0,0,FALSE
bette midler,1973,"""Boogie Woogie Bugle Boy""","""bette midler""",TRUE,5,Rhino Atlantic,1972,Rhino Atlantic,1970,TRUE,71,4,2,TRUE
timmy thomas,1973,"""Why Can't We Live Together""","""timmy thomas""",TRUE,1,Rhino Atlantic,1972,Rhino Atlantic,1970,TRUE,75,0,0,FALSE
tower of power,1973,"""So Very Hard to Go""","""tower of power""",TRUE,1,Warner Records,1973-05-01,Warner Records,1970,TRUE,77,0,0,FALSE
johnny rivers,1973,"""Rockin' Pneumonia and the Boogie Woogie Flu""","""johnny rivers""",TRUE,2,CAPITOL CATALOG MKT (C92),1972-04-09,CAPITOL CATALOG MKT (C92),1970,FALSE,78,1,1,TRUE
the allman brothers band,1973,"""Ramblin' Man""","""the allman brothers band""",TRUE,1,Mercury Records,1989-06-20,Mercury Records,1970,FALSE,79,0,0,FALSE
ohio players,1973,"""Funky Worm""","""ohio players""",TRUE,4,Westbound Records,1972-12-01,Westbound Records,1970,FALSE,84,3,1.7320508075688772,TRUE
blue ridge rangers,1973,"""Jambalaya (On the Bayou)""","""blue ridge rangers""",TRUE,1,Mercury Nashville,1954-09-01,Mercury Nashville,1970,FALSE,86,0,0,FALSE
jud strunk,1973,"""Daisy a Day""","""jud strunk""",TRUE,1,Columbia Nashville Legacy,1970-02-24,Columbia Nashville Legacy,1970,FALSE,89,0,0,FALSE
deodato,1973,"""Also Sprach Zarathustra (2001)""","""deodato""",TRUE,1,Deutsche Grammophon (DG),1995-01-01,Deutsche Grammophon (DG),1970,FALSE,90,0,0,FALSE
pink floyd,1973,"""Money""","""pink floyd""",TRUE,2,Pink Floyd Records,1973-03-01,Pink Floyd Records,1970,FALSE,92,1,1,TRUE
the pointer sisters,1973,"""Yes We Can Can""","""the pointer sisters""",TRUE,8,Geffen,1973-01-01,Geffen,1970,FALSE,95,7,2.6457513110645907,TRUE
david bowie,1973,"""Space Oddity""","""david bowie""",TRUE,5,Parlophone UK,1969-11-04,Parlophone UK,1970,FALSE,97,4,2,TRUE
albert hammond,1973,"""It Never Rains in Southern California""","""albert hammond""",TRUE,1,Legacy Recordings,1972-08-16,Legacy Recordings,1970,FALSE,98,0,0,FALSE
barbra streisand,1974,"""The Way We Were""","""barbra streisand""",TRUE,10,Columbia,1974-01,Columbia,1970,TRUE,1,9,3,TRUE
terry jacks,1974,"""Seasons in the Sun""","""terry jacks""",TRUE,1,Arista/Legacy,1974-01-01,Arista; Legacy,1970,TRUE,2,0,0,FALSE
love unlimited orchestra,1974,"""Love's Theme""","""love unlimited orchestra""",TRUE,1,Mercury Records,1974-02-01,Mercury Records,1970,FALSE,3,0,0,FALSE
mfsb,1974,"""TSOP (The Sound of Philadelphia)""","""mfsb""",TRUE,1,Legacy Recordings,1973-12-01,Legacy Recordings,1970,FALSE,7,0,0,FALSE
kool,1974,"""Jungle Boogie""","[""kool"",""the gang""]",TRUE,13,Island Mercury,1973-09,Island Mercury,1970,FALSE,12,12,3.4641016151377544,TRUE
maria muldaur,1974,"""Midnight at the Oasis""","""maria muldaur""",TRUE,1,Rhino/Warner Records,1973,Rhino; Warner Records,1970,TRUE,13,0,0,FALSE
al wilson,1974,"""Show and Tell""","""al wilson""",TRUE,1,Good Time Records,1973,Good Time Records,1970,FALSE,15,0,0,FALSE
jim stafford,1974,"""Spiders and Snakes""","""jim stafford""",TRUE,3,Mercury Nashville,1974-01-01,Mercury Nashville,1970,FALSE,16,2,1.4142135623730951,TRUE
david essex,1974,"""Rock On""","""david essex""",TRUE,1,Columbia,1973,Columbia,1970,TRUE,17,0,0,FALSE
blue magic,1974,"""Sideshow""","""blue magic""",TRUE,1,Rhino Atlantic,1974,Rhino Atlantic,1970,TRUE,19,0,0,FALSE
blue swede,1974,"""Hooked on a Feeling""","""blue swede""",TRUE,1,Parlophone Sweden,1973-04-01,Parlophone Sweden,1970,FALSE,20,0,0,FALSE
bo donaldson and the heywoods,1974,"""Billy Don't Be a Hero""","""bo donaldson and the heywoods""",TRUE,1,MCA Nashville,1996-05-03,MCA Nashville,1970,FALSE,21,0,0,FALSE
paul anka,1974,"""(You're) Having My Baby""","""paul anka""",TRUE,4,Mercury Nashville,1961-01-01,Mercury Nashville,1970,FALSE,28,3,1.7320508075688772,TRUE
andy kim,1974,"""Rock Me Gently""","""andy kim""",TRUE,1,Capitol Records,2008-01-01,Capitol Records,1970,TRUE,29,0,0,FALSE
george mccrae,1974,"""Rock Your Baby""","""george mccrae""",TRUE,1,Rhino,1974,Rhino,1970,TRUE,38,0,0,FALSE
steve miller band,1974,"""The Joker""","""steve miller band""",TRUE,5,CAPITOL CATALOG MKT (C92),1973-01-01,CAPITOL CATALOG MKT (C92),1970,FALSE,40,4,2,TRUE
the hues corporation,1974,"""Rock the Boat""","""the hues corporation""",TRUE,1,RCA Victor,1973,RCA Victor,1970,FALSE,43,0,0,FALSE
brownsville station,1974,"""Smokin' in the Boys Room""","""brownsville station""",TRUE,1,Rhino Atlantic,1973,Rhino Atlantic,1970,TRUE,44,0,0,FALSE
paper lace,1974,"""The Night Chicago Died""","""paper lace""",TRUE,1,UMC (Universal Music Catalogue),1974-01-01,UMC (Universal Music Catalogue),1970,FALSE,47,0,0,FALSE
marvin hamlisch,1974,"""The Entertainer""","""marvin hamlisch""",TRUE,1,Geffen*,1974-01-01,Geffen*,1970,FALSE,48,0,0,FALSE
abba,1974,"""Waterloo""","""abba""",TRUE,6,Polar Music International AB,1974,Polar Music International AB,1970,FALSE,49,5,2.23606797749979,TRUE
joni mitchell,1974,"""Help Me""","""joni mitchell""",TRUE,1,Rhino,1971-06-22,Rhino,1970,TRUE,53,0,0,FALSE
rufus,1974,"""Tell Me Something Good""","[""rufus"",""chaka khan""]",TRUE,3,Geffen*,1974-01-01,Geffen*,1970,FALSE,56,2,1.4142135623730951,TRUE
the righteous brothers,1974,"""Rock and Roll Heaven""","""the righteous brothers""",TRUE,1,Curb Records,1991-01-21,Curb Records,1970,FALSE,58,0,0,FALSE
william devaughn,1974,"""Be Thankful for What You Got""","""william devaughn""",TRUE,1,UNIDISC MUSIC INC.,1980-01-01,UNIDISC MUSIC INC.,1970,FALSE,60,0,0,FALSE
johnny bristol,1974,"""Hang on in There Baby""","""johnny bristol""",TRUE,1,Polydor,1974-06-01,Polydor,1970,FALSE,61,0,0,FALSE
mocedades,1974,"""Eres tú""","""mocedades""",TRUE,1,Legacy Recordings,1973,Legacy Recordings,1970,FALSE,62,0,0,FALSE
bachman-turner overdrive,1974,"""Takin' Care of Business""","""bachman-turner overdrive""",TRUE,1,Mercury Records,1973-12-01,Mercury Records,1970,FALSE,63,0,0,FALSE
golden earring,1974,"""Radar Love""","""golden earring""",TRUE,2,Red Bullet,1970,Red Bullet,1970,FALSE,64,1,1,TRUE
dave loggins,1974,"""Please Come to Boston""","""dave loggins""",TRUE,1,SMSP,1974,SMSP,1970,FALSE,65,0,0,FALSE
wet willie,1974,"""Keep on Smilin'""","""wet willie""",TRUE,1,PCLC Capricorn,1974-01-01,PCLC Capricorn,1970,FALSE,66,0,0,FALSE
bobby womack,1974,"""Lookin' for a Love""","""bobby womack""",TRUE,1,Geffen,1966-01-01,Geffen,1970,FALSE,67,0,0,FALSE
eric clapton,1974,"""I Shot the Sheriff""","""eric clapton""",TRUE,8,Polydor,1974-07-01,Polydor,1970,FALSE,76,7,2.6457513110645907,TRUE
mike oldfield,1974,"""Tubular Bells""","""mike oldfield""",TRUE,1,UMC (Universal Music Catalogue),1973-02-01,UMC (Universal Music Catalogue),1970,FALSE,79,0,0,FALSE
donny,1974,"""I'm Leaving It (All) Up to You""","[""donny"",""marie osmond""]",TRUE,3,Universal Records,1974-07-06,Universal Records,1970,FALSE,81,2,1.4142135623730951,TRUE
tom t. hall,1974,"""I Love""","""tom t. hall""",TRUE,1,Mercury Nashville,1995-09-01,Mercury Nashville,1970,FALSE,83,0,0,FALSE
sister janet mead,1974,"""The Lord's Prayer""","""sister janet mead""",TRUE,1,Southern Cross Music Pty Limited,1967-07-31,Southern Cross Music Pty Limited,1970,FALSE,86,0,0,FALSE
lamont dozier,1974,"""Trying to Hold on to My Woman""","""lamont dozier""",TRUE,1,UMC-Decca,1967-01-01,UMC-Decca,1970,FALSE,87,0,0,FALSE
the first class,1974,"""Beach Baby""","""the first class""",TRUE,1,Revvolution Music,2009-05-18,Revvolution Music,1970,FALSE,94,0,0,FALSE
fancy,1974,"""Wild Thing""","""fancy""",TRUE,1,Cherry Red Records,1974-01-01,Cherry Red Records,1970,FALSE,99,0,0,FALSE
captain,1975,"""Love Will Keep Us Together""","[""captain"",""tennille""]",TRUE,5,A&M,1975-01-01,A&M,1970,FALSE,1,4,2,TRUE
freddy fender,1975,"""Before the Next Teardrop Falls""","""freddy fender""",TRUE,2,Geffen,1975,Geffen,1970,FALSE,4,1,1,TRUE
frankie valli,1975,"""My Eyes Adored You""","""frankie valli""",TRUE,3,Rhino,1975,Rhino,1970,TRUE,5,2,1.4142135623730951,TRUE
earth,1975,"""Shining Star""","[""earth"",""wind"",""fire""]",TRUE,10,Columbia,1975-03-15,Columbia,1970,TRUE,7,9,3,TRUE
neil sedaka,1975,"""Laughter in the Rain""","""neil sedaka""",TRUE,3,RCA Victor/Legacy,1960-12-30,RCA Victor; Legacy,1970,TRUE,9,2,1.4142135623730951,TRUE
eagles,1975,"""One of These Nights""","""eagles""",TRUE,8,Rhino/Elektra,1975-06-10,Rhino; Elektra,1970,TRUE,10,7,2.6457513110645907,TRUE
minnie riperton,1975,"""Lovin' You""","""minnie riperton""",TRUE,1,Capitol Records,1974,Capitol Records,1970,TRUE,14,0,0,FALSE
carl douglas,1975,"""Kung Fu Fighting""","""carl douglas""",TRUE,1,Sanctuary Records,1974-01-01,Sanctuary Records,1970,FALSE,15,0,0,FALSE
janis ian,1975,"""At Seventeen""","""janis ian""",TRUE,1,Columbia/Legacy,1975-03-01,Columbia; Legacy,1970,TRUE,20,0,0,FALSE
