primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappearance_count,sqrt_reappearance,reappears_after_first,clean_title,lastfm_genre,lastfm_top_tag,duration_sec,search_artist,new_lastfm_genre
cher,1971,"""Gypsys, Tramps & Thieves""","""cher""",TRUE,10,Geffen,1971-01-01,Geffen,1970,FALSE,39,9,3,TRUE,"Gypsys, Tramps & Thieves",Pop,Pop,158,cher,Pop
lynn anderson,1971,"""Rose Garden""","""lynn anderson""",TRUE,1,Columbia/Legacy,1966,Columbia; Legacy,1970,TRUE,41,0,0,FALSE,Rose Garden,Country,Country,175.866,lynn anderson,Country
hamilton,1971,"""Don't Pull Your Love""","[""hamilton"",""joe frank"",""reynolds""]",TRUE,2,Geffen,1971-05-01,Geffen,1970,FALSE,42,1,1,TRUE,Don't Pull Your Love,Rock,70s,163.04,hamilton & joe frank & reynolds,Rock
ringo starr,1971,"""It Don't Come Easy""","""ringo starr""",TRUE,5,Parlophone,1973-01-01,Parlophone,1970,FALSE,43,4,2,TRUE,It Don't Come Easy,Rock,Classic Rock,184.333,ringo starr,Rock
nitty gritty dirt band,1971,"""Mr. Bojangles""","""nitty gritty dirt band""",TRUE,1,Capitol Nashville,2001-01-01,Capitol Nashville,1970,FALSE,44,0,0,FALSE,Mr. Bojangles,Country,Country,215.4,nitty gritty dirt band,Country
the fuzz,1971,"""I Love You for All Seasons""","""the fuzz""",TRUE,1,Rhino,1971-01-01,Rhino,1970,TRUE,45,0,0,FALSE,I Love You for All Seasons,Unknown,Soul,188.373,the fuzz,NA
the dramatics,1971,"""Whatcha See Is Whatcha Get""","""the dramatics""",TRUE,2,Stax,1971,Stax,1970,FALSE,46,1,1,TRUE,Whatcha See Is Whatcha Get,Rnb,Soul,214.973,the dramatics,NA
carly simon,1971,"""That's the Way I've Always Heard It Should Be""","""carly simon""",TRUE,6,Rhino/Elektra,1971-03,Rhino; Elektra,1970,TRUE,47,5,2.23606797749979,TRUE,That's the Way I've Always Heard It Should Be,Pop,70s,258.133,carly simon,Pop
helen reddy,1971,"""I Don't Know How to Love Him""","""helen reddy""",TRUE,7,Capitol Records,1987-01-01,Capitol Records,1970,TRUE,50,6,2.449489742783178,TRUE,I Don't Know How to Love Him,Pop,70s,198.866,helen reddy,Pop
the partridge family,1971,"""Doesn't Somebody Want to Be Wanted""","""the partridge family""",TRUE,2,Arista,1974,Arista,1970,FALSE,53,1,1,TRUE,Doesn't Somebody Want to Be Wanted,Pop,70s,167.733,the partridge family,Pop
tommy james,1971,"""Draggin' the Line""","""tommy james""",TRUE,1,Rhino,1989,Rhino,1970,TRUE,54,0,0,FALSE,Draggin' the Line,Pop,Classic Rock,164.866,tommy james,Pop
the bells,1971,"""Stay Awhile""","""the bells""",TRUE,1,Rover Records,2000-03-01,Rover Records,1970,FALSE,57,0,0,FALSE,Stay Awhile,Folk,Folk,204.333,the bells,Folk
the stampeders,1971,"""Sweet City Woman""","""the stampeders""",TRUE,1,UNIDISC MUSIC INC.,1971-01-01,UNIDISC MUSIC INC.,1970,FALSE,58,0,0,FALSE,Sweet City Woman,Pop,70s,207.426,the stampeders,Pop
lobo,1971,"""Me and You and a Dog Named Boo""","""lobo""",TRUE,2,Rhino Atlantic,1971,Rhino Atlantic,1970,TRUE,59,1,1,TRUE,Me and You and a Dog Named Boo,Pop,70s,177.933,lobo,Pop
paul mccartney,1971,"""Another Day""/""Oh Woman, Oh Why""","""paul mccartney""",TRUE,13,BMG Rights Management (US) LLC,1970-11-20,BMG Rights Management (US) LLC,1970,FALSE,60,12,3.4641016151377544,TRUE,"Another Day/Oh Woman, Oh Why",Unknown,NA,291.893,paul mccartney,NA
brewer,1971,"""One Toke Over the Line""","[""brewer"",""shipley""]",TRUE,1,Legacy Recordings,1970,Legacy Recordings,1970,FALSE,63,0,0,FALSE,One Toke Over the Line,Country,Classic Rock,199.293,brewer & shipley,Country
8th day,1971,"""She's Not Just Another Woman""","""8th day""",TRUE,1,Edsel,1971-01-01,Edsel,1970,FALSE,64,0,0,FALSE,She's Not Just Another Woman,Unknown,60s,186.386,8th day,NA
delaney,1971,"""Never Ending Song of Love""","[""delaney"",""bonnie"",""friends""]",TRUE,1,Rhino Atlantic,1971-03-01,Rhino Atlantic,1970,TRUE,67,0,0,FALSE,Never Ending Song of Love,Rock,Rock,200.466,delaney & bonnie & friends,Rock
freddie hart,1971,"""Easy Loving""","""freddie hart""",TRUE,1,"Foxhole Records, Inc.",2008-01-01,"Foxhole Records, Inc.",1970,FALSE,68,0,0,FALSE,Easy Loving,Country,Country,158.324,freddie hart,Country
mac,1971,"""Chirpy Chirpy Cheep Cheep""","[""mac"",""katie kissoon""]",TRUE,1,RCA Camden,2002-05-28,RCA Camden,1970,FALSE,71,0,0,FALSE,Chirpy Chirpy Cheep Cheep,Pop,70s,164.011,mac & katie kissoon,Pop
andy williams,1971,"""(Where Do I Begin?) Love Story""","""andy williams""",TRUE,1,Columbia,1971-02-03,Columbia,1970,TRUE,72,0,0,FALSE,(Where Do I Begin?) Love Story,Unknown,60s,189.066,andy williams,NA
cat stevens,1971,"""Wild World""","""cat stevens""",TRUE,3,UMC (Universal Music Catalogue),1970-11-23,UMC (Universal Music Catalogue),1970,FALSE,73,2,1.4142135623730951,TRUE,Wild World,Folk,Folk,200.56,cat stevens,Folk
the beginning of the end,1971,"""Funky Nassau""","""the beginning of the end""",TRUE,1,LIL JOE RECORDS,1990-07-24,LIL JOE RECORDS,1970,FALSE,75,0,0,FALSE,Funky Nassau,Pop,Funk,186.301,the beginning of the end,Pop
olivia newton-john,1971,"""If Not for You""","""olivia newton-john""",TRUE,13,Primary Wave Music,1973-11-01,Primary Wave Music,1970,FALSE,76,12,3.4641016151377544,TRUE,If Not for You,Country,Country,171.24,olivia newton-john,Country
king floyd,1971,"""Groove Me""","""king floyd""",TRUE,1,Chimneyville Records,1971-01-01,Chimneyville Records,1970,FALSE,77,0,0,FALSE,Groove Me,Rnb,Soul,183.266,king floyd,NA
bobby goldsboro,1971,"""Watching Scotty Grow""","""bobby goldsboro""",TRUE,1,Columbia,1986-08-26,Columbia,1970,TRUE,78,0,0,FALSE,Watching Scotty Grow,Unknown,60s,157.506,bobby goldsboro,NA
matthews southern comfort,1971,"""Woodstock""","""matthews southern comfort""",TRUE,1,Classic Music Vault,2016-04-01,Classic Music Vault,1970,FALSE,79,0,0,FALSE,Woodstock,Rock,Folk Rock,269.333,matthews southern comfort,NA
judy collins,1971,"""Amazing Grace""","""judy collins""",TRUE,1,Elektra Records,1970-01-01,Elektra Records,1970,FALSE,80,0,0,FALSE,Amazing Grace,Folk,Folk,248.693,judy collins,Folk
dave edmunds,1971,"""I Hear You Knocking""","""dave edmunds""",TRUE,1,President Records,1970,President Records,1970,FALSE,81,0,0,FALSE,I Hear You Knocking,Rock,Classic Rock,167.026,dave edmunds,Rock
the fortunes,1971,"""Here Comes That Rainy Day Feeling Again""","""the fortunes""",TRUE,1,CAPITOL CATALOG MKT (C92),1961-10-02,CAPITOL CATALOG MKT (C92),1970,FALSE,83,0,0,FALSE,Here Comes That Rainy Day Feeling Again,Pop,60s,172.16,the fortunes,Pop
the who,1971,"""Won't Get Fooled Again""","""the who""",TRUE,2,Polydor Records,1971-08-14,Polydor Records,1970,FALSE,84,1,1,TRUE,Won't Get Fooled Again,Rock,Classic Rock,511.4,the who,Rock
denise lasalle,1971,"""Trapped By a Thing Called Love""","""denise lasalle""",TRUE,1,Janus Records,1972-12-19,Janus Records,1970,FALSE,85,0,0,FALSE,Trapped By a Thing Called Love,Blues,Soul,158.733,denise lasalle,Blues
the buoys,1971,"""Timothy""","""the buoys""",TRUE,1,Scepter Records,1971,Scepter Records,1970,FALSE,87,0,0,FALSE,Timothy,Pop,70s,165.575,the buoys,Pop
isaac hayes,1971,"""Theme from Shaft""","""isaac hayes""",TRUE,2,Stax,1971,Stax,1970,FALSE,89,1,1,TRUE,Theme from Shaft,Rnb,Funk,279.2,isaac hayes,NA
gladys knight,1971,"""If I Were Your Woman""","[""gladys knight"",""the pips""]",TRUE,7,UNI/MOTOWN,1971-01-01,UNI; MOTOWN,1970,TRUE,90,6,2.449489742783178,TRUE,If I Were Your Woman,Rnb,Soul,194.533,gladys knight & the pips,NA
paul stookey,1971,"""The Wedding Song (There Is Love)""","""paul stookey""",TRUE,1,Neworld Multimedia,1971-01-01,Neworld Multimedia,1970,FALSE,92,0,0,FALSE,The Wedding Song (There Is Love),Unknown,NA,226.76,paul stookey,NA
wilson pickett,1971,"""Don't Knock My Love""","""wilson pickett""",TRUE,1,Universal Records,1968-08-16,Universal Records,1970,FALSE,93,0,0,FALSE,Don't Knock My Love,Unknown,Soul,136.4,wilson pickett,NA
the doors,1971,"""Love Her Madly""","""the doors""",TRUE,2,Rhino/Elektra,1971-04-19,Rhino; Elektra,1970,TRUE,94,1,1,TRUE,Love Her Madly,Rock,Classic Rock,198.466,the doors,Rock
richie havens,1971,"""Here Comes the Sun""","""richie havens""",TRUE,1,Five Star Recordings,1972,Five Star Recordings,1970,FALSE,95,0,0,FALSE,Here Comes the Sun,Folk,Folk,254,richie havens,Folk
wadsworth mansion,1971,"""Sweet Mary""","""wadsworth mansion""",TRUE,1,Sussex Records,1970-09-10,Sussex Records,1970,FALSE,96,0,0,FALSE,Sweet Mary,Pop,70s,162.666,wadsworth mansion,Pop
brenda,1971,"""Right on the Tip of My Tongue""","[""brenda"",""the tabulations""]",TRUE,1,Jamie/Guyden,1998-01-01,Jamie; Guyden,1970,FALSE,97,0,0,FALSE,Right on the Tip of My Tongue,Unknown,Soul,199.8,brenda & the tabulations,NA
the 5th dimension,1971,"""One Less Bell to Answer""","""the 5th dimension""",TRUE,2,Arista/Legacy,1970,Arista; Legacy,1970,TRUE,98,1,1,TRUE,One Less Bell to Answer,Pop,Soul,210.76,the 5th dimension,Pop
perry como,1971,"""It's Impossible""","""perry como""",TRUE,1,RCA/Legacy,1970-12-01,RCA; Legacy,1970,TRUE,100,0,0,FALSE,It's Impossible,Jazz,Easy Listening,197.106,perry como,NA
roberta flack,1972,"""The First Time Ever I Saw Your Face""","""roberta flack""",TRUE,6,Atlantic Records,1969,Atlantic Records,1970,TRUE,1,5,2.23606797749979,TRUE,The First Time Ever I Saw Your Face,Pop,Soul,260.666,roberta flack,NA
gilbert o'sullivan,1972,"""Alone Again (Naturally)""","""gilbert o'sullivan""",TRUE,3,Salvo,1972-01-01,Salvo,1970,FALSE,2,2,1.4142135623730951,TRUE,Alone Again (Naturally),Pop,70s,221.373,gilbert o'sullivan,Pop
don mclean,1972,"""American Pie""","""don mclean""",TRUE,3,Capitol Records,1971,Capitol Records,1970,TRUE,3,2,1.4142135623730951,TRUE,American Pie,Folk,Classic Rock,516.893,don mclean,Folk
harry nilsson,1972,"""Without You""","""harry nilsson""",TRUE,2,RCA Records Label,1971,RCA Records Label,1970,FALSE,4,1,1,TRUE,Without You,Pop,70s,201,harry nilsson,Pop
sammy davis jr.,1972,"""The Candy Man""","""sammy davis jr.""",TRUE,1,Geffen,1995,Geffen,1970,FALSE,5,0,0,FALSE,The Candy Man,Jazz,Jazz,188.226,sammy davis jr.,Jazz
joe tex,1972,"""I Gotcha""","""joe tex""",TRUE,2,Sony ATV,1969-01-01,Sony ATV,1970,FALSE,6,1,1,TRUE,I Gotcha,Pop,Funk,148.813,joe tex,NA
mac davis,1972,"""Baby, Don't Get Hooked on Me""","""mac davis""",TRUE,2,Columbia/Legacy,1972-09-09,Columbia; Legacy,1970,TRUE,8,1,1,TRUE,"Baby, Don't Get Hooked on Me",Unknown,Soundtrack,183.933,mac davis,NA
wayne newton,1972,"""Daddy Don't You Walk So Fast""","""wayne newton""",TRUE,1,Geffen,1971-04-01,Geffen,1970,FALSE,10,0,0,FALSE,Daddy Don't You Walk So Fast,Unknown,1970'S,206.333,wayne newton,NA
looking glass,1972,"""Brandy (You're a Fine Girl)""","""looking glass""",TRUE,1,Epic/Legacy,1972,Epic; Legacy,1970,TRUE,12,0,0,FALSE,Brandy (You're a Fine Girl),Pop,70s,186.826,looking glass,Pop
the chi-lites,1972,"""Oh Girl""","""the chi-lites""",TRUE,1,Red Bus Music,1975-09-18,Red Bus Music,1970,FALSE,13,0,0,FALSE,Oh Girl,Rnb,Soul,216.28,the chi-lites,NA
gallery,1972,"""Nice to Be with You""","""gallery""",TRUE,1,Sussex Records,1972-09-06,Sussex Records,1970,FALSE,14,0,0,FALSE,Nice to Be with You,Rock,70s,157.162,gallery,Rock
chuck berry,1972,"""My Ding-a-Ling""","""chuck berry""",TRUE,1,Mercury Records,1967-01-01,Mercury Records,1970,FALSE,15,0,0,FALSE,My Ding-a-Ling,Rock,Oldies,223.573,chuck berry,Rock
luther ingram,1972,"""(If Loving You Is Wrong) I Don't Want to Be Right""","""luther ingram""",TRUE,1,Airline Records,1965-03-02,Airline Records,1970,FALSE,16,0,0,FALSE,(If Loving You Is Wrong) I Don't Want to Be Right,Blues,Soul,216.8,luther ingram,Blues
neil young,1972,"""Heart of Gold""","""neil young""",TRUE,1,Reprise,1972-02-01,Reprise,1970,FALSE,17,0,0,FALSE,Heart of Gold,Rock,Classic Rock,187.11,neil young,Rock
the stylistics,1972,"""Betcha by Golly, Wow""","""the stylistics""",TRUE,4,AVCO Records Corp.,1973-01-01,AVCO Records Corp.,1970,FALSE,18,3,1.7320508075688772,TRUE,"Betcha by Golly, Wow",Rnb,Soul,253.004,the stylistics,NA
the staple singers,1972,"""I'll Take You There""","""the staple singers""",TRUE,2,Stax,1972,Stax,1970,FALSE,19,1,1,TRUE,I'll Take You There,Rnb,Soul,196.826,the staple singers,NA
michael jackson,1972,"""Ben""","""michael jackson""",TRUE,26,Motown,1972-08-04,Motown,1970,TRUE,20,25,5,TRUE,Ben,Pop,Pop,167.386,michael jackson,Pop
robert john,1972,"""The Lion Sleeps Tonight""","""robert john""",TRUE,2,Buddah/Legacy,1970-01-01,Buddah; Legacy,1970,TRUE,21,1,1,TRUE,The Lion Sleeps Tonight,Rock,70s,153.706,robert john,NA
billy preston,1972,"""Outa-Space""","""billy preston""",TRUE,4,A&M,1971-01-01,A&M,1970,FALSE,22,3,1.7320508075688772,TRUE,Outa-Space,Rock,Funk,250.866,billy preston,NA
war,1972,"""Slippin' into Darkness""","""war""",TRUE,7,Avenue Records,1972-01-01,Avenue Records,1970,FALSE,23,6,2.449489742783178,TRUE,Slippin' into Darkness,Rock,Funk,227.373,war,Rock
mouth,1972,"""How Do You Do""","[""mouth"",""macneal""]",TRUE,1,Geffen*,1996-01-01,Geffen*,1970,FALSE,25,0,0,FALSE,How Do You Do,Pop,70s,244.133,mouth & macneal,Pop
america,1972,"""A Horse with No Name""","""america""",TRUE,4,Warner Records,1972,Warner Records,1970,TRUE,27,3,1.7320508075688772,TRUE,A Horse with No Name,Rock,Classic Rock,252.239,america,Rock
hot butter,1972,"""Popcorn""","""hot butter""",TRUE,1,J Records/Legacy,2001-11-07,J Records; Legacy,1970,TRUE,28,0,0,FALSE,Popcorn,Electronic,Electronic,151.44,hot butter,Electronic
the main ingredient,1972,"""Everybody Plays the Fool""","""the main ingredient""",TRUE,2,RCA Records Label,1996-04-30,RCA Records Label,1970,FALSE,29,1,1,TRUE,Everybody Plays the Fool,Rnb,Soul,202.253,the main ingredient,NA
climax,1972,"""Precious and Few""","""climax""",TRUE,1,Rocky Road Records,1972-06-22,Rocky Road Records,1970,FALSE,30,0,0,FALSE,Precious and Few,Rock,70s,164.653,climax,NA
the moody blues,1972,"""Nights in White Satin""","""the moody blues""",TRUE,1,UMC (Universal Music Catalogue),1967-11-10,UMC (Universal Music Catalogue),1970,FALSE,32,0,0,FALSE,Nights in White Satin,Rock,Classic Rock,269.106,the moody blues,Rock
raspberries,1972,"""Go All the Way""","""raspberries""",TRUE,1,Capitol Records,1972,Capitol Records,1970,TRUE,33,0,0,FALSE,Go All the Way,Rock,70s,205.346,raspberries,Rock
the o'jays,1972,"""Back Stabbers""","""the o'jays""",TRUE,6,Legacy/Epic Associated,1972-01-01,Legacy; Epic Associated,1970,TRUE,35,5,2.23606797749979,TRUE,Back Stabbers,Rnb,Soul,186.093,the o'jays,NA
jonathan edwards,1972,"""Sunshine""","""jonathan edwards""",TRUE,1,Rhino/Elektra,1971,Rhino; Elektra,1970,TRUE,37,0,0,FALSE,Sunshine,Folk,70s,138.733,jonathan edwards,Folk
mel,1972,"""Starting All Over Again""","[""mel"",""tim""]",TRUE,1,Stax,1972-01-01,Stax,1970,FALSE,38,0,0,FALSE,Starting All Over Again,Blues,Soul,230.92,mel & tim,NA
elton john,1972,"""Rocket Man""","""elton john""",TRUE,28,UMC (Universal Music Catalogue),1970-04-10,UMC (Universal Music Catalogue),1970,FALSE,40,27,5.196152422706632,TRUE,Rocket Man,Pop,Classic Rock,281.613,elton john,Pop
daniel boone,1972,"""Beautiful Sunday""","""daniel boone""",TRUE,1,RKO Music,2013-03-31,RKO Music,1970,FALSE,42,0,0,FALSE,Beautiful Sunday,Pop,70s,185.346,daniel boone,Pop
dennis coffey,1972,"""Scorpio""","""dennis coffey""",TRUE,1,Clarence Avant Catalog,1971-11-06,Clarence Avant Catalog,1970,FALSE,43,0,0,FALSE,Scorpio,Jazz,Funk,263.229,dennis coffey,Jazz
arlo guthrie,1972,"""City of New Orleans""","""arlo guthrie""",TRUE,1,Rising Son Records,1975-09-30,Rising Son Records,1970,FALSE,45,0,0,FALSE,City of New Orleans,Folk,Folk,274.506,arlo guthrie,Folk
ricky nelson,1972,"""Garden Party""","""ricky nelson""",TRUE,1,Geffen,1972,Geffen,1970,FALSE,46,0,0,FALSE,Garden Party,Pop,Oldies,229.8,ricky nelson,Pop
johnny nash,1972,"""I Can See Clearly Now""","""johnny nash""",TRUE,2,Epic,1972,Epic,1970,FALSE,47,1,1,TRUE,I Can See Clearly Now,Reggae,Reggae,164.733,johnny nash,Reggae
betty wright,1972,"""Clean Up Woman""","""betty wright""",TRUE,1,Rhino Atlantic,1972,Rhino Atlantic,1970,TRUE,49,0,0,FALSE,Clean Up Woman,Blues,Soul,169.533,betty wright,NA
argent,1972,"""Hold Your Head Up""","""argent""",TRUE,1,Epic,1971,Epic,1970,FALSE,50,0,0,FALSE,Hold Your Head Up,Rock,Classic Rock,377.56,argent,Rock
the chakachas,1972,"""Jungle Fever""","""the chakachas""",TRUE,1,AVCO Records Corp.,1972-01-01,AVCO Records Corp.,1970,FALSE,51,0,0,FALSE,Jungle Fever,Latin,Funk,263.013,the chakachas,Latin
donna fargo,1972,"""The Happiest Girl in the Whole U.S.A.""","""donna fargo""",TRUE,2,Mercury Nashville,1986-01-01,Mercury Nashville,1970,FALSE,55,1,1,TRUE,The Happiest Girl in the Whole U.S.A.,Country,Country,151.306,donna fargo,Country
t. rex,1972,"""Bang a Gong (Get it On)""","""t. rex""",TRUE,1,Rhino/Warner Records,1971-09-24,Rhino; Warner Records,1970,TRUE,56,0,0,FALSE,Bang a Gong (Get it On),Rock,Glam Rock,267,t. rex,Rock
paul simon,1972,"""Mother and Child Reunion""","""paul simon""",TRUE,5,Legacy Recordings,1972-01-14,Legacy Recordings,1970,FALSE,57,4,2,TRUE,Mother and Child Reunion,Reggae,70s,187.4,paul simon,Reggae
derek and the dominos,1972,"""Layla""","""derek and the dominos""",TRUE,1,Universal Music Group International,1970-11-01,Universal Music Group International,1970,FALSE,60,0,0,FALSE,Layla,Rock,Classic Rock,423.84,derek and the dominos,Rock
dr. hook,1972,"""Sylvia's Mother""","[""dr. hook"",""the medicine show""]",TRUE,8,Columbia,1972,Columbia,1970,TRUE,64,7,2.6457513110645907,TRUE,Sylvia's Mother,Rock,70s,228.333,dr. hook & the medicine show,Rock
jim croce,1972,"""You Don't Mess Around with Jim""","""jim croce""",TRUE,4,Croce Music Publishing,1966-01-01,Croce Music Publishing,1970,FALSE,68,3,1.7320508075688772,TRUE,You Don't Mess Around with Jim,Folk,70s,148.586,jim croce,Folk
commander cody,1972,"""Hot Rod Lincoln""","[""commander cody"",""his lost planet airmen""]",TRUE,1,Geffen,1971-11-01,Geffen,1970,FALSE,69,0,0,FALSE,Hot Rod Lincoln,Rock,Rockabilly,164.933,commander cody & his lost planet airmen,NA
sonny,1972,"""A Cowboy's Work Is Never Done""","[""sonny"",""cher""]",TRUE,1,CM BLUE NOTE (A92),1962-01-01,CM BLUE NOTE (A92),1970,FALSE,70,0,0,FALSE,A Cowboy's Work Is Never Done,Rock,Rock,195.626,sonny & cher,Rock
apollo 100,1972,"""Joy""","""apollo 100""",TRUE,1,Gulf Coast Records,1972-08-08,Gulf Coast Records,1970,FALSE,71,0,0,FALSE,Joy,Pop,Instrumental,170.282,apollo 100,Pop
charley pride,1972,"""Kiss an Angel Good Mornin'""","""charley pride""",TRUE,1,RCA/Legacy,1971-11-01,RCA; Legacy,1970,TRUE,74,0,0,FALSE,Kiss an Angel Good Mornin',Country,Country,123.466,charley pride,Country
alice cooper,1972,"""School's Out""","""alice cooper""",TRUE,6,Rhino/Warner Records,1972,Rhino; Warner Records,1970,TRUE,75,5,2.23606797749979,TRUE,School's Out,Rock,Classic Rock,210.106,alice cooper,Rock
joe simon,1972,"""Drowning in the Sea of Love""","""joe simon""",TRUE,3,Ace Records,1972-01-01,Ace Records,1970,FALSE,77,2,1.4142135623730951,TRUE,Drowning in the Sea of Love,Blues,Soul,203.106,joe simon,Blues
the jimmy castor bunch,1972,"""Troglodyte (Cave Man)""","""the jimmy castor bunch""",TRUE,1,Legacy Recordings,1972-03-04,Legacy Recordings,1970,FALSE,80,0,0,FALSE,Troglodyte (Cave Man),Pop,Funk,217.933,the jimmy castor bunch,NA
redbone,1972,"""The Witch Queen of New Orleans""","""redbone""",TRUE,2,Legacy Recordings,1971-12-22,Legacy Recordings,1970,FALSE,81,1,1,TRUE,The Witch Queen of New Orleans,Rock,70s,165.093,redbone,Rock
curtis mayfield,1972,"""Freddie's Dead""","""curtis mayfield""",TRUE,2,Rhino,1972-07-01,Rhino,1970,TRUE,82,1,1,TRUE,Freddie's Dead,Rnb,Soul,329.466,curtis mayfield,NA
jerry butler,1972,"""Ain't Understanding Mellow""","[""jerry butler"",""brenda lee eager""]",TRUE,1,Mercury Records,1968-11-01,Mercury Records,1970,FALSE,84,0,0,FALSE,Ain't Understanding Mellow,Rnb,Rnb,260.333,jerry butler & brenda lee eager,Rnb
harry chapin,1972,"""Taxi""","""harry chapin""",TRUE,2,Rhino/Elektra,1972,Rhino; Elektra,1970,TRUE,85,1,1,TRUE,Taxi,Folk,Singer-Songwriter,402.84,harry chapin,Folk
beverly bremers,1972,"""Don't Say You Don't Remember""","""beverly bremers""",TRUE,1,Coast To Coast Records,1972-07-25,Coast To Coast Records,1970,FALSE,86,0,0,FALSE,Don't Say You Don't Remember,Rock,70s,203.05,beverly bremers,Rock
bobby vinton,1972,"""Sealed with a Kiss""","""bobby vinton""",TRUE,1,Epic/Legacy,1972-07-01,Epic; Legacy,1970,TRUE,87,0,0,FALSE,Sealed with a Kiss,Pop,Oldies,169.066,bobby vinton,Pop
todd rundgren,1972,"""I Saw the Light""","""todd rundgren""",TRUE,2,Rhino,1972,Rhino,1970,TRUE,88,1,1,TRUE,I Saw the Light,Rock,Classic Rock,182.8,todd rundgren,Rock
sailcat,1972,"""Motorcycle Mama""","""sailcat""",TRUE,1,Legacy Recordings,1971,Legacy Recordings,1970,FALSE,89,0,0,FALSE,Motorcycle Mama,Rock,Motorcycle Mama,126.573,sailcat,Rock
original cast of godspell,1972,"""Day by Day""","""original cast of godspell""",TRUE,1,Masterworks Broadway,1995-03-06,Masterworks Broadway,1970,FALSE,90,0,0,FALSE,Day by Day,Unknown,NA,194.466,original cast of godspell,NA
yes,1972,"""Roundabout""","""yes""",TRUE,2,Rhino Atlantic,1971-11-12,Rhino Atlantic,1970,TRUE,91,1,1,TRUE,Roundabout,Rock,Progressive Rock,516.245,yes,Rock
jackson browne,1972,"""Doctor My Eyes""","""jackson browne""",TRUE,4,Rhino/Elektra,1972-01-01,Rhino; Elektra,1970,TRUE,92,3,1.7320508075688772,TRUE,Doctor My Eyes,Rock,Classic Rock,199.706,jackson browne,Rock
the detroit emeralds,1972,"""Baby Let Me Take You (In My Arms)""","""the detroit emeralds""",TRUE,1,Westbound Records,1972-01-31,Westbound Records,1970,FALSE,95,0,0,FALSE,Baby Let Me Take You (In My Arms),Pop,1972,230.368,the detroit emeralds,Pop
rick springfield,1972,"""Speak to the Sky""","""rick springfield""",TRUE,5,CAPITOL CATALOG MKT (C92),1972-08-08,CAPITOL CATALOG MKT (C92),1970,FALSE,96,4,2,TRUE,Speak to the Sky,Pop,Pop,162.986,rick springfield,Pop
the hillside singers,1972,"""I'd Like to Teach the World to Sing (In Perfect Harmony)""","""the hillside singers""",TRUE,1,Metromedia Records,1971-11-22,Metromedia Records,1970,FALSE,97,0,0,FALSE,I'd Like to Teach the World to Sing (In Perfect Harmony),Unknown,NA,136.341,the hillside singers,NA
love unlimited,1972,"""Walkin' in the Rain with the One I Love""","""love unlimited""",TRUE,1,Geffen,1972-01-01,Geffen,1970,FALSE,98,0,0,FALSE,Walkin' in the Rain with the One I Love,Unknown,Soul,287.933,love unlimited,NA
