primary_artist,Year,Title,record_label,album_year,decade,is_major_label,reappears_after_first
curtis mayfield,1972,"""Freddie's Dead""",Rhino,1972-07-01,1970,TRUE,TRUE
joe simon,1972,"""Power of Love""",Ace Records,1973-01-01,1970,FALSE,TRUE
jerry butler,1972,"""Ain't Understanding Mellow""",Mercury Records,1968-11-01,1970,FALSE,FALSE
harry chapin,1972,"""Taxi""",Rhino/Elektra,1972,1970,TRUE,TRUE
beverly bremers,1972,"""Don't Say You Don't Remember""",Coast To Coast Records,1972-07-25,1970,FALSE,FALSE
bobby vinton,1972,"""Sealed with a Kiss""",Epic/Legacy,1972-07-01,1970,TRUE,FALSE
todd rundgren,1972,"""I Saw the Light""",Rhino,1972,1970,TRUE,TRUE
sailcat,1972,"""Motorcycle Mama""",Legacy Recordings,1971,1970,FALSE,FALSE
original cast of godspell,1972,"""Day by Day""",Masterworks Broadway,1995-03-06,1970,FALSE,FALSE
yes,1972,"""Roundabout""",Rhino Atlantic,1971-11-12,1970,TRUE,TRUE
jackson browne,1972,"""Doctor My Eyes""",Rhino/Elektra,1972-01-01,1970,TRUE,TRUE
the new seekers,1972,"""I'd Like to Teach the World to Sing (In Perfect Harmony)""",K-Tel,1997-02-01,1970,FALSE,TRUE
don mclean,1972,"""Vincent""",Capitol Records,1971,1970,TRUE,TRUE
the detroit emeralds,1972,"""Baby Let Me Take You (In My Arms)""",Westbound Records,1972-01-31,1970,FALSE,FALSE
rick springfield,1972,"""Speak to the Sky""",CAPITOL CATALOG MKT (C92),1972-08-08,1970,FALSE,TRUE
the hillside singers,1972,"""I'd Like to Teach the World to Sing (In Perfect Harmony)""",Metromedia Records,1971-11-22,1970,FALSE,FALSE
love unlimited,1972,"""Walkin' in the Rain with the One I Love""",Geffen,1972-01-01,1970,FALSE,FALSE
james brown,1972,"""Get on the Good Foot""",Universal Records,1972-11-20,1970,FALSE,TRUE
the isley brothers,1972,"""Pop That Thang""",Epic/Legacy,1972-08-21,1970,TRUE,TRUE
tony orlando,1973,"""Tie a Yellow Ribbon Round the Ole Oak Tree""",Arista,1973,1970,FALSE,TRUE
jim croce,1973,"""Bad, Bad Leroy Brown""",R2M,1973-07-01,1970,FALSE,TRUE
roberta flack,1973,"""Killing Me Softly with His Song""",Atlantic Records,1973-01-01,1970,TRUE,TRUE
marvin gaye,1973,"""Let's Get It On""",Motown,1973-08-28,1970,FALSE,TRUE
paul mccartney,1973,"""My Love""",Whirlin Disc,1956-03-01,1970,FALSE,TRUE
kris kristofferson,1973,"""Why Me""",Legacy Recordings,1972-11-01,1970,FALSE,FALSE
elton john,1973,"""Crocodile Rock""",EMI,1973-01-22,1970,FALSE,TRUE
billy preston,1973,"""Will It Go Round in Circles""",A&M,1971-01-01,1970,FALSE,TRUE
carly simon,1973,"""You're So Vain""",Rhino/Elektra,1972,1970,TRUE,TRUE
diana ross,1973,"""Touch Me in the Morning""",UNI/MOTOWN,1973-06-22,1970,TRUE,TRUE
vicki lawrence,1973,"""The Night the Lights Went Out in Georgia""",GME LLC,1973-01-01,1970,FALSE,FALSE
clint holmes,1973,"""Playground in My Mind""",Epic/Legacy,1973-04-20,1970,TRUE,FALSE
stories,1973,"""Brother Louie""",Legacy Recordings,1973,1970,FALSE,FALSE
helen reddy,1973,"""Delta Dawn""",Legacy Recordings,1972-04-19,1970,FALSE,TRUE
billy paul,1973,"""Me and Mrs. Jones""",Epic/Legacy,1972-10-25,1970,TRUE,FALSE
the edgar winter group,1973,"""Frankenstein""",Epic,1972-11-30,1970,FALSE,FALSE
dobie gray,1973,"""Drift Away""",Geffen,1973-01-01,1970,FALSE,FALSE
sweet,1973,"""Little Willy""",Monument/Legacy,1970-01-01,1970,TRUE,TRUE
stevie wonder,1973,"""You Are the Sunshine of My Life""",Motown,1972-10-28,1970,FALSE,TRUE
cher,1973,"""Half-Breed""",Geffen,1973-01-01,1970,FALSE,TRUE
the isley brothers,1973,"""That Lady""",Epic/Legacy,1973-08-21,1970,TRUE,TRUE
sylvia robinson,1973,"""Pillow Talk""",Rhino,1996-08-20,1970,TRUE,FALSE
grand funk railroad,1973,"""We're an American Band""",Capitol Records,1973,1970,TRUE,TRUE
dr. john,1973,"""Right Place Wrong Time""",Rhino/Elektra,1973,1970,TRUE,FALSE
skylark,1973,"""Wildflower""",EMI Music Special Markets,1996-01-01,1970,FALSE,FALSE
stevie wonder,1973,"""Superstition""",Motown,1972-10-28,1970,FALSE,TRUE
paul simon,1973,"""Loves Me Like a Rock""",Legacy Recordings,1973-05-05,1970,FALSE,TRUE
maureen mcgovern,1973,"""The Morning After""",Polydor Records,1984-01-01,1970,FALSE,FALSE
john denver,1973,"""Rocky Mountain High""",RCA/Legacy,1972-09-15,1970,TRUE,TRUE
stealers wheel,1973,"""Stuck in the Middle with You""",UMC (Universal Music Catalogue),1972-01-01,1970,FALSE,FALSE
three dog night,1973,"""Shambala""",Three Dog Night,1973,1970,FALSE,TRUE
the o'jays,1973,"""Love Train""",Legacy/Epic Associated,1972-01-01,1970,TRUE,TRUE
barry white,1973,"""I'm Gonna Love You Just a Little More Baby""",Island Def Jam,1973-01-01,1970,FALSE,TRUE
tony orlando,1973,"""Say, Has Anybody Seen My Sweet Gypsy Rose""",Arista,1973,1970,FALSE,TRUE
eddie kendricks,1973,"""Keep on Truckin'""",UNI/MOTOWN,1973-01-01,1970,TRUE,TRUE
anne murray,1973,"""Danny's Song""",EMI Music Canada,1973,1970,FALSE,TRUE
king harvest,1973,"""Dancing in the Moonlight""",Darbo Music LLC,1972-03-01,1970,FALSE,FALSE
bobby 'boris' pickett,1973,"""Monster Mash""",Decca Music Group Ltd.,1962,1970,FALSE,FALSE
bloodstone,1973,"""Natural High""",Warner Music Group - X5 Music Group,1972-09-15,1970,FALSE,FALSE
seals,1973,"""Diamond Girl""",Rhino/Warner Records,1973,1970,TRUE,TRUE
the doobie brothers,1973,"""Long Train Runnin'""",Warner Records,1973,1970,TRUE,TRUE
george harrison,1973,"""Give Me Love (Give Me Peace on Earth)""",BMG Rights Management (US) LLC,1970-11-20,1970,FALSE,TRUE
sly,1973,"""If You Want Me to Stay""",Epic/Legacy,1973-06-30,1970,TRUE,TRUE
jermaine jackson,1973,"""Daddy's Home""",UNI/MOTOWN,1972-01-01,1970,TRUE,TRUE
gladys knight,1973,"""Neither One of Us (Wants to Be the First to Say Goodbye)""",UNI/MOTOWN,1973,1970,TRUE,TRUE
new york city,1973,"""I'm Doin' Fine Now""",Crimson,1973,1970,FALSE,FALSE
the spinners,1973,"""Could It Be I'm Falling in Love""",Rhino Atlantic,1973,1970,TRUE,TRUE
elton john,1973,"""Daniel""",EMI,1973-01-22,1970,FALSE,TRUE
gladys knight,1973,"""Midnight Train to Georgia""",Legacy Recordings,1973,1970,FALSE,TRUE
deep purple,1973,"""Smoke on the Water""",Rhino/Warner Records,1972-03-25,1970,TRUE,FALSE
dr. hook,1973,"""The Cover of ""Rolling Stone""""",Columbia,1972,1970,FALSE,TRUE
charlie rich,1973,"""Behind Closed Doors""",Epic/Legacy,1970,1970,TRUE,TRUE
loggins,1973,"""Your Mama Don't Dance""",Columbia/Legacy,1971,1970,TRUE,FALSE
chicago,1973,"""Feelin' Stronger Every Day""",Rhino,1973-06-25,1970,TRUE,TRUE
war,1973,"""The Cisco Kid""",Avenue Records,1972-11-01,1970,FALSE,TRUE
paul mccartney,1973,"""Live and Let Die""",Paul McCartney Catalog,1973-04-30,1970,FALSE,TRUE
hurricane smith,1973,"""Oh, Babe, What Would You Say?""",LaFace Records,2008-05-23,1970,FALSE,FALSE
johnnie taylor,1973,"""I Believe in You (You Believe in Me)""",Stax,1973-01-01,1970,FALSE,TRUE
the carpenters,1973,"""Sing""",A&M,1973-05-01,1970,FALSE,TRUE
the four tops,1973,"""Ain't No Woman (Like the One I've Got)""",Motown,1965,1970,FALSE,TRUE
eric weissberg,1973,"""Dueling Banjos""",Rhino/Warner Records,1973,1970,TRUE,FALSE
stevie wonder,1973,"""Higher Ground""",Motown,1973-08-03,1970,FALSE,TRUE
al green,1973,"""Here I Am (Come and Take Me)""",Fat Possum,1973,1970,FALSE,TRUE
b.w. stevenson,1973,"""My Maria""",RCA Victor/Legacy,1973-07-19,1970,TRUE,FALSE
curtis mayfield,1973,"""Superfly""",Rhino,1972-07-01,1970,TRUE,TRUE
edward bear,1973,"""Last Song""",Universal Music Canada – Catalog (Domestic),1973-01-20,1970,FALSE,FALSE
gilbert o'sullivan,1973,"""Get Down""",Union Square Music,1973-01-01,1970,FALSE,TRUE
steely dan,1973,"""Reelin' in the Years""",Geffen,1972-11-01,1970,FALSE,TRUE
focus,1973,"""Hocus Pocus""",Red Bullet,1971,1970,FALSE,FALSE
the carpenters,1973,"""Yesterday Once More""",A&M,1973-05-01,1970,FALSE,TRUE
bette midler,1973,"""Boogie Woogie Bugle Boy""",Rhino Atlantic,1972,1970,TRUE,TRUE
gilbert o'sullivan,1973,"""Clair""",Salvo,1972-01-01,1970,FALSE,TRUE
steely dan,1973,"""Do It Again""",Geffen,1972-11-01,1970,FALSE,TRUE
paul simon,1973,"""Kodachrome""",Legacy Recordings,1973-05-05,1970,FALSE,TRUE
timmy thomas,1973,"""Why Can't We Live Together""",Rhino Atlantic,1972,1970,TRUE,FALSE
bette midler,1973,"""Do You Want To Dance?""",Rhino Atlantic,1972,1970,TRUE,TRUE
tower of power,1973,"""So Very Hard to Go""",Warner Records,1973-05-01,1970,TRUE,FALSE
johnny rivers,1973,"""Rockin' Pneumonia and the Boogie Woogie Flu""",CAPITOL CATALOG MKT (C92),1972-04-09,1970,FALSE,TRUE
the allman brothers band,1973,"""Ramblin' Man""",Mercury Records,1989-06-20,1970,FALSE,FALSE
the temptations,1973,"""Masterpiece""",UNI/MOTOWN,1973,1970,TRUE,TRUE
helen reddy,1973,"""Peaceful""",Capitol Records,1972,1970,TRUE,TRUE
the spinners,1973,"""One of a Kind (Love Affair)""",Rhino Atlantic,1973,1970,TRUE,TRUE
donna fargo,1973,"""Funny Face""",Capitol Records,1979-01-01,1970,TRUE,TRUE
ohio players,1973,"""Funky Worm""",Westbound Records,1972-12-01,1970,FALSE,TRUE
the rolling stones,1973,"""Angie""",Polydor Records,1973-08-31,1970,FALSE,TRUE
blue ridge rangers,1973,"""Jambalaya (On the Bayou)""",Mercury Nashville,1954-09-01,1970,FALSE,FALSE
lobo,1973,"""Don't Expect Me to Be Your Friend""",Rhino Atlantic,1972,1970,TRUE,TRUE
the stylistics,1973,"""Break Up to Make Up""","Amherst Records, Inc.",1976-10-22,1970,FALSE,TRUE
jud strunk,1973,"""Daisy a Day""",Columbia Nashville Legacy,1970-02-24,1970,FALSE,FALSE
deodato,1973,"""Also Sprach Zarathustra (2001)""",Deutsche Grammophon (DG),1995-01-01,1970,FALSE,FALSE
johnny nash,1973,"""Stir It Up""",Epic,1972,1970,FALSE,TRUE
pink floyd,1973,"""Money""",Pink Floyd Records,1973-03-01,1970,FALSE,TRUE
war,1973,"""Gypsy Man""",Avenue Records,1973-08-01,1970,FALSE,TRUE
war,1973,"""The World Is a Ghetto""",Avenue Records,1972-11-01,1970,FALSE,TRUE
the pointer sisters,1973,"""Yes We Can Can""",Geffen,1973-01-01,1970,FALSE,TRUE
the edgar winter group,1973,"""Free Ride""",Epic,1972-11-30,1970,FALSE,FALSE
david bowie,1973,"""Space Oddity""",Parlophone UK,1969-11-04,1970,FALSE,TRUE
albert hammond,1973,"""It Never Rains in Southern California""",Legacy Recordings,1972-08-16,1970,FALSE,FALSE
donny osmond,1973,"""The Twelfth of Never""",Universal Records,1972-05-27,1970,FALSE,TRUE
the temptations,1973,"""Papa Was a Rollin' Stone""",UNI/MOTOWN,2000-01-11,1970,TRUE,TRUE
barbra streisand,1974,"""The Way We Were""",Columbia,1974-01,1970,FALSE,TRUE
terry jacks,1974,"""Seasons in the Sun""",Arista/Legacy,1974-01-01,1970,TRUE,FALSE
love unlimited orchestra,1974,"""Love's Theme""",Mercury Records,1974-02-01,1970,FALSE,FALSE
redbone,1974,"""Come and Get Your Love""",Epic/Legacy,1973-11-01,1970,TRUE,TRUE
the jackson 5,1974,"""Dancing Machine""",UNI/MOTOWN,1974-09-05,1970,TRUE,TRUE
grand funk railroad,1974,"""The Loco-Motion""",Capitol Records,1970,1970,TRUE,TRUE
mfsb,1974,"""TSOP (The Sound of Philadelphia)""",Legacy Recordings,1973-12-01,1970,FALSE,FALSE
ray stevens,1974,"""The Streak""",Barnaby Records,1974-01-01,1970,FALSE,TRUE
elton john,1974,"""Bennie and the Jets""",UMC (Universal Music Catalogue),1973-10-05,1970,FALSE,TRUE
mac davis,1974,"""One Hell of a Woman""",Columbia/Legacy,1974-02-27,1970,TRUE,TRUE
aretha franklin,1974,"""Until You Come Back to Me (That's What I'm Gonna Do)""",Rhino Atlantic,1968-06-14,1970,TRUE,TRUE
kool,1974,"""Jungle Boogie""",Island Mercury,1973-09,1970,FALSE,TRUE
maria muldaur,1974,"""Midnight at the Oasis""",Rhino/Warner Records,1973,1970,TRUE,FALSE
the stylistics,1974,"""You Make Me Feel Brand New""",AVCO Records Corp.,1973-10-23,1970,FALSE,TRUE
al wilson,1974,"""Show and Tell""",Good Time Records,1973,1970,FALSE,FALSE
jim stafford,1974,"""Spiders and Snakes""",Mercury Nashville,1974-01-01,1970,FALSE,FALSE
david essex,1974,"""Rock On""",Columbia,1973,1970,FALSE,FALSE
john denver,1974,"""Sunshine on My Shoulders""",RCA/Legacy,1971,1970,TRUE,TRUE
blue magic,1974,"""Sideshow""",Rhino Atlantic,1974,1970,TRUE,FALSE
blue swede,1974,"""Hooked on a Feeling""",Parlophone Sweden,1973-04-01,1970,FALSE,FALSE
bo donaldson and the heywoods,1974,"""Billy Don't Be a Hero""",MCA Nashville,1996-05-03,1970,FALSE,FALSE
paul mccartney,1974,"""Band on the Run""",Paul McCartney Catalog,1973-12-05,1970,FALSE,TRUE
charlie rich,1974,"""The Most Beautiful Girl""",Epic/Nashville,1972,1970,FALSE,TRUE
jim croce,1974,"""Time in a Bottle""",R2M,1972-04-01,1970,FALSE,TRUE
john denver,1974,"""Annie's Song""",RCA/Legacy,1974-06-15,1970,TRUE,TRUE
olivia newton-john,1974,"""Let Me Be There""",Primary Wave Music,1973-11-01,1970,FALSE,TRUE
gordon lightfoot,1974,"""Sundown""",Rhino/Warner Records,1974,1970,TRUE,TRUE
paul anka,1974,"""(You're) Having My Baby""",Mercury Nashville,1961-01-01,1970,FALSE,TRUE
andy kim,1974,"""Rock Me Gently""",Capitol Records,2008-01-01,1970,TRUE,FALSE
eddie kendricks,1974,"""Boogie Down""",UNI/MOTOWN,1993-01-15,1970,TRUE,TRUE
ringo starr,1974,"""You're Sixteen""",Parlophone,1973-01-01,1970,FALSE,TRUE
olivia newton-john,1974,"""If You Love Me (Let Me Know)""",Sanctuary Records,1971-01-01,1970,FALSE,TRUE
cher,1974,"""Dark Lady""",Geffen,1974-01-01,1970,FALSE,TRUE
gladys knight,1974,"""Best Thing That Ever Happened to Me""",Legacy Recordings,1973,1970,FALSE,TRUE
roberta flack,1974,"""Feel Like Makin' Love""",Rhino Atlantic,1975,1970,TRUE,TRUE
the main ingredient,1974,"""Just Don't Want to Be Lonely""",Columbia/Legacy,1970-05-01,1970,TRUE,TRUE
billy preston,1974,"""Nothing from Nothing""",A&M,1971-01-01,1970,FALSE,TRUE
george mccrae,1974,"""Rock Your Baby""",Rhino,1974,1970,TRUE,FALSE
the carpenters,1974,"""Top of the World""",A&M,1972,1970,FALSE,TRUE
steve miller band,1974,"""The Joker""",CAPITOL CATALOG MKT (C92),1973-01-01,1970,FALSE,TRUE
gladys knight,1974,"""I've Got to Use My Imagination""",Legacy Recordings,1973,1970,FALSE,TRUE
three dog night,1974,"""The Show Must Go On""",Three Dog Night,1971,1970,FALSE,TRUE
the hues corporation,1974,"""Rock the Boat""",RCA Victor,1973,1970,FALSE,FALSE
brownsville station,1974,"""Smokin' in the Boys Room""",Rhino Atlantic,1973,1970,TRUE,FALSE
stevie wonder,1974,"""Living for the City""",Motown,1973-08-03,1970,FALSE,TRUE
dionne warwick,1974,"""Then Came You""",Rhino/Warner Records,1975,1970,TRUE,TRUE
paper lace,1974,"""The Night Chicago Died""",UMC (Universal Music Catalogue),1974-01-01,1970,FALSE,FALSE
marvin hamlisch,1974,"""The Entertainer""",Geffen*,1974-01-01,1970,FALSE,FALSE
abba,1974,"""Waterloo""",Polar Music International AB,1974,1970,FALSE,TRUE
the hollies,1974,"""The Air That I Breathe""",BMG Rights Management (US) LLC,1970-11-01,1970,FALSE,TRUE
steely dan,1974,"""Rikki Don't Lose That Number""",Geffen,1972-11-01,1970,FALSE,TRUE
carly simon,1974,"""Mockingbird""",Rhino/Elektra,1974,1970,TRUE,TRUE
joni mitchell,1974,"""Help Me""",Rhino,1971-06-22,1970,TRUE,FALSE
anne murray,1974,"""You Won't See Me""",EMI Music Canada,1974,1970,FALSE,TRUE
barry white,1974,"""Never, Never Gonna Give You Up""",Michele Records,1975,1970,FALSE,TRUE
rufus,1974,"""Tell Me Something Good""",Geffen*,1974-01-01,1970,FALSE,TRUE
helen reddy,1974,"""You and Me Against the World""",Capitol Records,1987-01-01,1970,TRUE,TRUE
the righteous brothers,1974,"""Rock and Roll Heaven""",Curb Records,1991-01-21,1970,FALSE,FALSE
kool,1974,"""Hollywood Swinging""",Island Mercury,1973-09,1970,FALSE,TRUE
william devaughn,1974,"""Be Thankful for What You Got""",UNIDISC MUSIC INC.,1980-01-01,1970,FALSE,FALSE
johnny bristol,1974,"""Hang on in There Baby""",Polydor,1974-06-01,1970,FALSE,FALSE
mocedades,1974,"""Eres tú""",Legacy Recordings,1973,1970,FALSE,FALSE
bachman-turner overdrive,1974,"""Takin' Care of Business""",Mercury Records,1973-12-01,1970,FALSE,FALSE
golden earring,1974,"""Radar Love""",Red Bullet,1970,1970,FALSE,TRUE
dave loggins,1974,"""Please Come to Boston""",SMSP,1974,1970,FALSE,FALSE
wet willie,1974,"""Keep on Smilin'""",PCLC Capricorn,1974-01-01,1970,FALSE,FALSE
bobby womack,1974,"""Lookin' for a Love""",Geffen,1966-01-01,1970,FALSE,FALSE
the o'jays,1974,"""Put Your Hands Together""",Epic/Legacy,1973,1970,TRUE,TRUE
gladys knight,1974,"""On and On""",UNI/MOTOWN,1973,1970,TRUE,TRUE
cat stevens,1974,"""Oh Very Young""",Universal-Island Records Ltd.,1974-01-01,1970,FALSE,TRUE
helen reddy,1974,"""Leave Me Alone (Ruby Red Dress)""",Capitol Records,1973,1970,TRUE,TRUE
elton john,1974,"""Goodbye Yellow Brick Road""",UMC (Universal Music Catalogue),1970-04-10,1970,FALSE,TRUE
chicago,1974,"""(I've Been) Searchin' So Long""",Rhino,1970-01-26,1970,TRUE,TRUE
ringo starr,1974,"""Oh My My""",Parlophone,1973-01-01,1970,FALSE,TRUE
the o'jays,1974,"""For the Love of Money""",Epic/Legacy,1973,1970,TRUE,TRUE
eric clapton,1974,"""I Shot the Sheriff""",Polydor,1974-07-01,1970,FALSE,TRUE
paul mccartney,1974,"""Jet""",Paul McCartney Catalog,1973-12-05,1970,FALSE,TRUE
elton john,1974,"""Don't Let the Sun Go Down on Me""",EMI,1974-06-28,1970,FALSE,TRUE
mike oldfield,1974,"""Tubular Bells""",UMC (Universal Music Catalogue),1973-02-01,1970,FALSE,FALSE
anne murray,1974,"""A Love Song""",EMI Music Canada,1973,1970,FALSE,TRUE
donny,1974,"""I'm Leaving It (All) Up to You""",Universal Records,1974-07-06,1970,FALSE,TRUE
todd rundgren,1974,"""Hello It's Me""",Rhino,1972,1970,TRUE,TRUE
tom t. hall,1974,"""I Love""",Mercury Nashville,1995-09-01,1970,FALSE,FALSE
the guess who,1974,"""Clap for the Wolfman""",RCA/Legacy,1974-04-01,1970,TRUE,TRUE
jim croce,1974,"""I'll Have to Say I Love You in a Song""",Croce Music Publishing,1966-01-01,1970,FALSE,TRUE
sister janet mead,1974,"""The Lord's Prayer""",Southern Cross Music Pty Limited,1967-07-31,1970,FALSE,FALSE
lamont dozier,1974,"""Trying to Hold on to My Woman""",UMC-Decca,1967-01-01,1970,FALSE,FALSE
stevie wonder,1974,"""Don't You Worry 'bout a Thing""",Motown,1973-08-03,1970,FALSE,TRUE
charlie rich,1974,"""A Very Special Love Song""",Capitol Records,1958,1970,TRUE,TRUE
jim stafford,1974,"""My Girl Bill""",Mercury Nashville,1974-01-01,1970,FALSE,FALSE
paul mccartney,1974,"""Helen Wheels""",Paul McCartney Catalog,1973-12-05,1970,FALSE,TRUE
diana ross,1974,"""My Mistake (Was to Love You)""",UNI/MOTOWN,1973-10-26,1970,TRUE,TRUE
jim stafford,1974,"""Wildwood Weed""",Mercury Nashville,1974-01-01,1970,FALSE,FALSE
the first class,1974,"""Beach Baby""",Revvolution Music,2009-05-18,1970,FALSE,FALSE
war,1974,"""Me and Baby Brother""",Avenue Records,1973-08-01,1970,FALSE,TRUE
the stylistics,1974,"""Rockin' Roll Baby""",AVCO Records Corp.,1973-10-23,1970,FALSE,TRUE
olivia newton-john,1974,"""I Honestly Love You""",Primary Wave Music,1974-05-01,1970,FALSE,TRUE
chicago,1974,"""Call on Me""",Rhino,1974-03-11,1970,TRUE,TRUE
fancy,1974,"""Wild Thing""",Cherry Red Records,1974-01-01,1970,FALSE,FALSE
the spinners,1974,"""Mighty Love""",Rhino Atlantic,1974,1970,TRUE,TRUE
captain,1975,"""Love Will Keep Us Together""",A&M,1975-01-01,1970,FALSE,TRUE
glen campbell,1975,"""Rhinestone Cowboy""",CMCapNash (N91),1975,1970,FALSE,TRUE
elton john,1975,"""Philadelphia Freedom""",EMI,1975-05-19,1970,FALSE,TRUE
freddy fender,1975,"""Before the Next Teardrop Falls""",Geffen,1975,1970,FALSE,FALSE
frankie valli,1975,"""My Eyes Adored You""",Rhino,1975,1970,TRUE,TRUE
grand funk railroad,1975,"""Some Kind of Wonderful""",Capitol Records,1971,1970,TRUE,TRUE
earth,1975,"""Shining Star""",Columbia,1975-03-15,1970,FALSE,TRUE
david bowie,1975,"""Fame""",Parlophone UK,1975-03-07,1970,FALSE,TRUE
neil sedaka,1975,"""Laughter in the Rain""",RCA Victor/Legacy,1960-12-30,1970,TRUE,TRUE
eagles,1975,"""One of These Nights""",Rhino/Elektra,1975-06-10,1970,TRUE,TRUE
john denver,1975,"""Thank God I'm a Country Boy""",RCA/Legacy,1974-06-15,1970,TRUE,TRUE
bee gees,1975,"""Jive Talkin'""",Bee Gees Catalog,1975-06-01,1970,FALSE,TRUE
eagles,1975,"""Best of My Love""",Rhino/Elektra,1973-04-17,1970,TRUE,TRUE
minnie riperton,1975,"""Lovin' You""",Capitol Records,1974,1970,TRUE,FALSE
carl douglas,1975,"""Kung Fu Fighting""",Sanctuary Records,1974-01-01,1970,FALSE,FALSE
the doobie brothers,1975,"""Black Water""",Rhino/Warner Records,1970,1970,TRUE,TRUE
sweet,1975,"""The Ballroom Blitz""",Capitol Records,1974-11,1970,TRUE,TRUE
b.j. thomas,1975,"""(Hey Won't You Play) Another Somebody Done Somebody Wrong Song""",Gusto Records,1968,1970,FALSE,TRUE
tony orlando,1975,"""He Don't Love You (Like I Love You)""",Rhino/Elektra,1975,1970,TRUE,TRUE
janis ian,1975,"""At Seventeen""",Columbia/Legacy,1975-03-01,1970,TRUE,FALSE
average white band,1975,"""Pick Up the Pieces""",Rhino Atlantic,1974,1970,TRUE,FALSE
van mccoy,1975,"""The Hustle""",AVCO Records Corp.,1975-01-01,1970,FALSE,FALSE
labelle,1975,"""Lady Marmalade""",Epic,1974-09-13,1970,FALSE,FALSE
war,1975,"""Why Can't We Be Friends?""",Avenue Records,1975-01-01,1970,FALSE,TRUE
major harris,1975,"""Love Won't Let Me Wait""",Rhino Atlantic,1974,1970,TRUE,FALSE
stevie wonder,1975,"""Boogie On Reggae Woman""",Motown,1974-07-22,1970,FALSE,TRUE
freddy fender,1975,"""Wasted Days and Wasted Nights""",Geffen,1975,1970,FALSE,FALSE
helen reddy,1975,"""Angie Baby""",Capitol Records,1974,1970,TRUE,TRUE
the isley brothers,1975,"""Fight the Power""",Epic/Legacy,1975-08-21,1970,TRUE,TRUE
ozark mountain daredevils,1975,"""Jackie Blue""",A&M,1974,1970,FALSE,FALSE
ohio players,1975,"""Fire""",Mercury Records,1974-06-01,1970,FALSE,TRUE
pilot,1975,"""Magic""",Parlophone UK,1974-01-01,1970,FALSE,FALSE
the carpenters,1975,"""Please Mr. Postman""",UNI/MOTOWN,1961,1970,TRUE,TRUE
america,1975,"""Sister Golden Hair""",Rhino,1975,1970,TRUE,TRUE
elton john,1975,"""Lucy in the Sky with Diamonds""",EMI Catalogue,1967-06-01,1970,FALSE,TRUE
barry manilow,1975,"""Mandy""",Arista/Legacy,1974,1970,TRUE,TRUE
olivia newton-john,1975,"""Have You Never Been Mellow""",Three Dog Night,1971,1970,FALSE,TRUE
barry manilow,1975,"""Could It Be Magic""",Arista/Legacy,1973,1970,TRUE,TRUE
