primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year
del amitri,1995,"""Roll to Me""","""del amitri""",TRUE,1,EMI,1995-01-01
michael jackson,1995,"""Scream"" / ""Childhood""","[""michael jackson"",""janet jackson""]",FALSE,26,Epic,2011-11-21
jodeci,1995,"""Freek'n You""","""jodeci""",FALSE,4,Uptown,1995-01-01
skee-lo,1995,"""I Wish""","""skee-lo""",TRUE,1,Altra Moda Music,1995-08-08
elton john,1995,"""Believe""","""elton john""",FALSE,28,Electrola,2010-01-01
natalie merchant,1995,"""Carnival""","""natalie merchant""",TRUE,3,Elektra Records,1985-09-11
tom petty,1995,"""You Don't Know How It Feels""","""tom petty""",FALSE,2,Tom Petty P&D,1976-11-09
take that,1995,"""Back for Good""","""take that""",TRUE,2,Sony Music CG,1995-05-08
69 boyz,1995,"""Tootsee Roll""","""69 boyz""",FALSE,2,LIL JOE RECORDS,1994-05-27
janet jackson,1995,"""You Want This"" / ""70's Love Groove""","""janet jackson""",FALSE,24,A&M,1989-09-19
groove theory,1995,"""Tell Me""","""groove theory""",TRUE,2,Ruffhouse/Columbia,1994-02-01
total,1995,"""Can't You See""","[""total"",""the notorious b.i.g.""]",TRUE,5,"Tommy Boy Music, LLC",1995-01-01
sheryl crow,1995,"""All I Wanna Do""","""sheryl crow""",FALSE,8,A&M,1993-08-03
subway,1995,"""This Lil' Game We Play""","[""subway"",""702""]",TRUE,1,Mercury Records,1995-01-24
real mccoy,1995,"""Come and Get Your Love""","""real mccoy""",FALSE,5,LL Cool J.,1990-08-27
bon jovi,1995,"""This Ain't a Love Song""","""bon jovi""",FALSE,12,Mercury Records,1995-05-30
madonna,1995,"""Secret""","""madonna""",FALSE,36,Warner Records,1984-11-12
junior m.a.f.i.a.,1995,"""Player's Anthem""","[""junior m.a.f.i.a."",""the notorious b.i.g.""]",TRUE,2,Bad Boy Records,1994-09-13
naughty by nature,1995,"""Feel Me Flow""","""naughty by nature""",FALSE,4,"Tommy Boy Music, LLC",1993-02-23
jade,1995,"""Every Day of the Week""","""jade""",FALSE,4,Giant,1994-09-23
vanessa williams,1995,"""The Sweetest Days""","""vanessa williams""",FALSE,5,Special Products,1994-01-01
20 fingers,1995,"""Short Dick Man""","[""20 fingers"",""gillette""]",TRUE,1,RCA/Legacy,1995-10-24
brandy,1995,"""Brokenhearted""","""brandy""",FALSE,11,Rhino Atlantic,1994
annie lennox,1995,"""No More I Love You's""","""annie lennox""",TRUE,1,RCA Records Label,1983-11-14
faith evans,1995,"""You Used to Love Me""","""faith evans""",TRUE,5,Bad Boy Records,1995
immature,1995,"""Constantly""","""immature""",FALSE,2,Geffen*,1994-01-01
u2,1995,"""Hold Me, Thrill Me, Kiss Me, Kill Me""","""u2""",FALSE,7,Universal-Island Records Ltd.,1991-11-18
crystal waters,1995,"""100% Pure Love""","""crystal waters""",FALSE,2,Sub Pop Records,1990-09-13
raphael saadiq,1995,"""Ask of You""","""raphael saadiq""",TRUE,1,Mercury Records,1994-01-01
az,1995,"""Sugar Hill""","""az""",TRUE,1,EMI Catalogue,1995-10-10
better than ezra,1995,"""Good""","""better than ezra""",TRUE,1,Columbia,1965-08-30
d'angelo,1995,"""Brown Sugar""","""d'angelo""",TRUE,2,Virgin Records,1995-07-03
gloria estefan,1995,"""Turn the Beat Around""","""gloria estefan""",FALSE,8,Epic,1994-10-14
after 7,1995,"""'Til You Do Me Right""","""after 7""",FALSE,3,A&M,1976-01-01
bone thugs-n-harmony,1995,"""1st of tha Month""","""bone thugs-n-harmony""",TRUE,4,Ruthless Records,1995-07-25
melissa etheridge,1995,"""Like the Way I Do"" / ""If I Wanted To""","""melissa etheridge""",FALSE,5,Island Records,1988-01-01
firehouse,1995,"""I Live My Life for You""","""firehouse""",FALSE,3,Epic,1990-08-20
stevie b,1995,"""Dream About You"" / ""Funky Melody""","""stevie b""",FALSE,2,Buena Suerte s.a.s,2000
rednex,1995,"""Cotton Eye Joe""","""rednex""",TRUE,1,Muunshine Muusic,1994-08-12
boyz ii men,1995,"""Thank You""","""boyz ii men""",FALSE,13,Motown,1994-01-01
the pretenders,1995,"""I'll Stand by You""","""the pretenders""",FALSE,4,Rhino/Warner Records,1986-11-04
n ii u,1995,"""I Miss You""","""n ii u""",TRUE,1,Deutsche Grammophon (DG),1997-01-01
da brat,1995,"""Give It 2 You""","""da brat""",FALSE,3,So So Def/Work,1994-06-28
brandy,1995,"""Best Friend""","""brandy""",FALSE,11,Rhino Atlantic,1994
soul asylum,1995,"""Misery""","""soul asylum""",FALSE,2,Columbia,1995-06-06
van halen,1995,"""Can't Stop Lovin' You""","""van halen""",FALSE,6,Warner Records,1995-01-24
los del río,1996,"""Macarena (Bayside Boys Mix)""","""los del río""",TRUE,3,RCA Records Label,1996-04-29
mariah carey,1996,"""One Sweet Day""","[""mariah carey"",""boyz ii men""]",FALSE,35,Columbia,1995-10-03
celine dion,1996,"""Because You Loved Me""","""celine dion""",FALSE,11,Columbia,1996-03-11
the tony rich project,1996,"""Nobody Knows""","""the tony rich project""",TRUE,1,Arista/LaFace Records,1996-01-16
mariah carey,1996,"""Always Be My Baby""","""mariah carey""",FALSE,35,Columbia,1995-10-03
tracy chapman,1996,"""Give Me One Reason""","""tracy chapman""",FALSE,2,Elektra Records,1995-10-31
bone thugs-n-harmony,1996,"""Tha Crossroads""","""bone thugs-n-harmony""",FALSE,4,Ruthless Records,1995-07-25
donna lewis,1996,"""I Love You Always Forever""","""donna lewis""",TRUE,2,Atlantic Records,1996-04-16
toni braxton,1996,"""You're Makin' Me High"" / ""Let It Flow""","""toni braxton""",FALSE,9,Island Mercury,1993-01-01
keith sweat,1996,"""Twisted""","""keith sweat""",FALSE,8,Rhino/Elektra,1996
quad city dj's,1996,"""C'mon N' Ride It (The Train)""","""quad city dj's""",TRUE,1,Big Beat Records/Atlantic,1996-06-18
everything but the girl,1996,"""Missing""","""everything but the girl""",TRUE,1,Chrysalis Records,1994-06-13
alanis morissette,1996,"""Ironic""","""alanis morissette""",TRUE,3,Rhino/Maverick Records,1995
whitney houston,1996,"""Exhale (Shoop Shoop)""","""whitney houston""",FALSE,22,Arista,1992-11-17
gin blossoms,1996,"""Follow You Down"" / ""Til I Hear It from You""","""gin blossoms""",FALSE,3,A&M,1992-01-01
brandy,1996,"""Sittin' Up in My Room""","""brandy""",FALSE,11,Rhino Atlantic,1994
2pac,1996,"""How Do U Want It"" / ""California Love""","[""2pac"",""k-ci"",""jojo / 2pac"",""dr. dre"",""roger troutman""]",FALSE,6,Priority Records,1998-01-01
celine dion,1996,"""It's All Coming Back to Me Now""","""celine dion""",FALSE,11,Columbia,1996-03-11
eric clapton,1996,"""Change the World""","""eric clapton""",FALSE,8,Bushbranch / Surfdog Records,1986-11-24
ll cool j,1996,"""Hey Lover""","[""ll cool j"",""boyz ii men""]",FALSE,7,"USA Records a division of 43 North Broadway, LLC.",1966-02-05
ll cool j,1996,"""Loungin""","""ll cool j""",FALSE,7,Mercury Records,1985-11-18
jann arden,1996,"""Insensitive""","""jann arden""",TRUE,1,Universal Music Canada,1994-01-01
la bouche,1996,"""Be My Lover""","""la bouche""",TRUE,2,MCI,1995-03-11
goo goo dolls,1996,"""Name""","""goo goo dolls""",TRUE,6,Warner Records,1995
jewel,1996,"""Who Will Save Your Soul""","""jewel""",TRUE,6,RAL,1994-01-01
no mercy,1996,"""Where Do You Go""","""no mercy""",TRUE,2,MCI,1996-10-05
r. kelly,1996,"""I Can't Sleep Baby (If I)""","""r. kelly""",FALSE,18,Geffen*,1988-01-01
dishwalla,1996,"""Counting Blue Cars""","""dishwalla""",TRUE,1,A&M,1995-01-01
alanis morissette,1996,"""You Learn"" / ""You Oughta Know""","""alanis morissette""",FALSE,3,Rhino/Maverick Records,1995
joan osborne,1996,"""One of Us""","""joan osborne""",TRUE,1,Island Mercury,1995-01-01
natalie merchant,1996,"""Wonder""","""natalie merchant""",FALSE,3,Elektra Asylum,1989-05-02
mary j. blige,1996,"""Not Gon' Cry""","""mary j. blige""",FALSE,9,Uptown,1994-01-01
coolio,1996,"""Gangsta's Paradise""","[""coolio"",""l."","".""]",FALSE,5,"Tommy Boy Music, LLC",1995-11-07
112,1996,"""Only You""","[""112"",""the notorious b.i.g.""]",TRUE,6,Rhino Atlantic,1996-06-27
r. kelly,1996,"""Down Low (Nobody Has to Know)""","[""r. kelly"",""ronald isley""]",FALSE,18,Jive,1995-11-10
swv,1996,"""You're the One""","""swv""",FALSE,6,RCA Records Label,1996-04-23
la bouche,1996,"""Sweet Dreams""","""la bouche""",FALSE,2,MCI,1995-03-11
monica,1996,"""Before You Walk Out of My Life"" / ""Like This and Like That""","""monica""",FALSE,8,Interscope,1994-01-01
deep blue something,1996,"""Breakfast at Tiffany's""","""deep blue something""",TRUE,1,RCA Records Label,1961-10-19
coolio,1996,"""1, 2, 3, 4 (Sumpin' New)""","""coolio""",FALSE,5,"Tommy Boy Music, LLC",1995-11-07
collective soul,1996,"""The World I Know""","""collective soul""",FALSE,3,Craft Recordings,1995-03-14
blackstreet,1996,"""No Diggity""","[""blackstreet"",""dr. dre""]",FALSE,4,X-Ray Records,1996
3t,1996,"""Anything""","""3t""",TRUE,1,MJJ Music/550 Music/Epic,1995-10-01
the smashing pumpkins,1996,"""1979""","""the smashing pumpkins""",TRUE,1,Virgin Records,1995
tlc,1996,"""Diggin' on You""","""tlc""",FALSE,10,Arista/LaFace Records,1994-11-15
monica,1996,"""Why I Love You So Much"" / ""Ain't Nobody""","""monica""",FALSE,8,Arista,1995-07-18
total,1996,"""Kissin' You""","""total""",FALSE,5,Rhino Atlantic,1996
whitney houston,1996,"""Count on Me""","[""whitney houston"",""cece winans""]",FALSE,22,Benson,1988
mariah carey,1996,"""Fantasy""","""mariah carey""",FALSE,35,Columbia/Legacy,1995-09-12
hootie,1996,"""Time""","[""hootie"",""the blowfish""]",FALSE,6,Atlantic Records,1994-07-01
madonna,1996,"""You'll See""","""madonna""",FALSE,36,Warner Records,1995-10-23
az yet,1996,"""Last Night""","""az yet""",TRUE,3,Arista/LaFace Records,1996-10-27
merril bainbridge,1996,"""Mouth""","""merril bainbridge""",TRUE,2,Sony Music Entertainment,1994-10-24
color me badd,1996,"""The Earth, the Sun, the Rain""","""color me badd""",FALSE,6,Giant,1993-11-16
joe,1996,"""All the Things (Your Man Won't Do)""","""joe""",TRUE,4,Jive,1997-09-23
oasis,1996,"""Wonderwall""","""oasis""",TRUE,1,Big Brother Recordings Ltd,1995
busta rhymes,1996,"""Woo Hah!! Got You All in Check"" / ""Everything Remains Raw""","""busta rhymes""",TRUE,7,Rhino/Elektra,1996
groove theory,1996,"""Tell Me""","""groove theory""",FALSE,2,Ruffhouse/Columbia,1994-02-01
outkast,1996,"""Elevators (Me & You)""","""outkast""",TRUE,7,Arista/LaFace Records,1996-08-27
blues traveler,1996,"""Hook""","""blues traveler""",FALSE,2,A&M,1994-01-01
ll cool j,1996,"""Doin' It""","""ll cool j""",FALSE,7,LL Cool J.,1995-11-21
george michael,1996,"""Fastlove""","""george michael""",FALSE,12,Sony Music UK,1996-05-13
case,1996,"""Touch Me, Tease Me""","[""case"",""foxy brown""]",TRUE,4,Def Jam Recordings,1996-01-01
kris kross,1996,"""Tonite's tha Night""","""kris kross""",FALSE,4,Columbia/Legacy,1995-04-01
robert miles,1996,"""Children""","""robert miles""",TRUE,1,WM UK,1985
adam clayton,1996,"""Theme from Mission: Impossible""","[""adam clayton"",""larry mullen""]",TRUE,1,Arista,1990-04-01
bodeans,1996,"""Closer to Free""","""bodeans""",TRUE,1,Island Mercury,1977-09-01
no doubt,1996,"""Just a Girl""","""no doubt""",TRUE,6,Trauma,1995-10-10
aaliyah,1996,"""If Your Girl Only Knew""","""aaliyah""",FALSE,11,Blackground Records,1996-08-13
d'angelo,1996,"""Lady""","""d'angelo""",FALSE,2,Virgin Records,1995-07-03
john mellencamp,1996,"""Key West Intermezzo (I Saw You First)""","""john mellencamp""",FALSE,2,Capitol Records,1984-01-01
ginuwine,1996,"""Pony""","""ginuwine""",TRUE,7,550 Music - Epic,1996-10-08
keith sweat,1996,"""Nobody""","[""keith sweat"",""athena cage""]",FALSE,8,Rhino/Elektra,1996
hootie,1996,"""Old Man & Me (When I Get to Heaven)""","[""hootie"",""the blowfish""]",FALSE,6,Atlantic Records,1994-07-01
sheryl crow,1996,"""If It Makes You Happy""","""sheryl crow""",FALSE,8,A&M,1993-08-03
sophie b. hawkins,1996,"""As I Lay Me Down""","""sophie b. hawkins""",FALSE,3,Columbia/Legacy,1992-04-21
mc lyte,1996,"""Keep On, Keepin' On""","[""mc lyte"",""xscape""]",TRUE,2,Virgin,1989-01-01
natalie merchant,1996,"""Jealousy""","""natalie merchant""",FALSE,3,Elektra Asylum,1989-05-02
melissa etheridge,1996,"""I Want to Come Over""","""melissa etheridge""",FALSE,5,Island Records,1993-01-01
deborah cox,1996,"""Who Do U Love""","""deborah cox""",TRUE,3,Legacy Recordings,1995
toni braxton,1996,"""Un-Break My Heart""","""toni braxton""",FALSE,9,Island Mercury,1993-01-01
amber,1996,"""This Is Your Night""","""amber""",TRUE,1,"Tommy Boy Music, LLC",1996-11-26
r. kelly,1996,"""You Remind Me of Something""","""r. kelly""",FALSE,18,Jive,1995-11-10
janet jackson,1996,"""Runaway""","""janet jackson""",FALSE,24,A&M,1989-09-19
planet soul,1996,"""Set U Free""","""planet soul""",TRUE,1,Strictly Rhythm Records,1995-01-01
new edition,1996,"""Hit Me Off""","""new edition""",FALSE,4,Geffen*,1988-01-01
total,1996,"""No One Else""","""total""",FALSE,5,Will Powers,1983-01-01
ghost town dj's,1996,"""My Boo""","""ghost town dj's""",TRUE,1,Columbia,1996-03-26
junior m.a.f.i.a.,1996,"""Get Money""","[""junior m.a.f.i.a."",""the notorious b.i.g.""]",FALSE,2,Big Beat Records,1995-08-22
maxi priest,1996,"""That Girl""","[""maxi priest"",""shaggy""]",FALSE,2,Virgin Records America Inc,1996-01-01
do or die,1996,"""Po Pimp""","[""do or die"",""twista""]",TRUE,1,Rap-A-Lot Records,1996
metallica,1996,"""Until It Sleeps""","""metallica""",TRUE,1,Blackened Recordings,1986-03-03
crucial conflict,1996,"""Hay""","""crucial conflict""",TRUE,1,Universal Music,1996-01-01
ace of base,1996,"""Beautiful Life""","""ace of base""",FALSE,6,Playground Music,1993-12-24
take that,1996,"""Back for Good""","""take that""",FALSE,2,Sony Music CG,1995-05-08
pearl jam,1996,"""I Got Id"" / ""Long Road""","""pearl jam""",TRUE,2,Orange Leisure,2010-08-23
faith evans,1996,"""Soon as I Get Home""","""faith evans""",FALSE,5,Bad Boy Records,1995
los del río,1996,"""Macarena""","""los del río""",FALSE,3,RCA Records Label,1996-04-29
hootie,1996,"""Only Wanna Be with You""","[""hootie"",""the blowfish""]",FALSE,6,Atlantic Records,1994-07-01
seal,1996,"""Don't Cry""","""seal""",FALSE,5,Guns N Roses P&D,1991-09-17
elton john,1997,"""Candle in the Wind 1997"" / ""Something About the Way You Look Tonight""","""elton john""",FALSE,28,EMI,1974-06-28
jewel,1997,"""You Were Meant for Me"" / ""Foolish Games""","""jewel""",FALSE,6,UOSB,2013-07-14
puff daddy,1997,"""I'll Be Missing You""","[""puff daddy"",""faith evans"",""112""]",TRUE,6,Rhino Atlantic,1997
toni braxton,1997,"""Un-Break My Heart""","""toni braxton""",FALSE,9,Island Mercury,1993-01-01
puff daddy,1997,"""Can't Nobody Hold Me Down""","[""puff daddy"",""mase""]",FALSE,6,Bad Boy Records,1997
r. kelly,1997,"""I Believe I Can Fly""","""r. kelly""",FALSE,18,Rhino Atlantic,1996-11-12
en vogue,1997,"""Don't Let Go (Love)""","""en vogue""",FALSE,6,EastWest America,1996-09-24
mark morrison,1997,"""Return of the Mack""","""mark morrison""",TRUE,1,WM UK,1996-04-22
leann rimes,1997,"""How Do I Live""","""leann rimes""",TRUE,5,Curb Records,1997-09-09
spice girls,1997,"""Wannabe""","""spice girls""",TRUE,5,Virgin Records,1996-01-01
backstreet boys,1997,"""Quit Playing Games (With My Heart)""","""backstreet boys""",TRUE,7,Jive,1996
hanson,1997,"""MMMBop""","""hanson""",TRUE,2,Island Mercury,1997-01-01
monica,1997,"""For You I Will""","""monica""",FALSE,8,Arista,1998-07-13
usher,1997,"""You Make Me Wanna...""","""usher""",TRUE,25,Arista/LaFace Records,1997-09-16
meredith brooks,1997,"""Bitch""","""meredith brooks""",TRUE,1,Capitol Records,1997-01-01
keith sweat,1997,"""Nobody""","[""keith sweat"",""athena cage""]",FALSE,8,Rhino/Elektra,1996
third eye blind,1997,"""Semi-Charmed Life""","""third eye blind""",TRUE,5,Rhino/Elektra,1997-04-08
duncan sheik,1997,"""Barely Breathing""","""duncan sheik""",TRUE,1,Rhino Atlantic,1996
az yet,1997,"""Hard to Say I'm Sorry""","[""az yet"",""peter cetera""]",FALSE,3,Universal (MT),1991-05-28
the notorious b.i.g.,1997,"""Mo Money Mo Problems""","[""the notorious b.i.g."",""puff daddy"",""mase""]",FALSE,4,Rhino Atlantic,1997-03-04
the verve pipe,1997,"""The Freshmen""","""the verve pipe""",TRUE,1,RCA Records Label,1996-03-25
savage garden,1997,"""I Want You""","""savage garden""",TRUE,4,Sony Music Entertainment,1997
blackstreet,1997,"""No Diggity""","[""blackstreet"",""dr. dre""]",FALSE,4,X-Ray Records,1996
rome,1997,"""I Belong to You (Every Time I See Your Face)""","""rome""",TRUE,1,RCA Records Label,1997
the notorious b.i.g.,1997,"""Hypnotize""","""the notorious b.i.g.""",FALSE,4,RCA Records Label,1995
babyface,1997,"""Every Time I Close My Eyes""","""babyface""",FALSE,6,Epic,1996-10-29
dru hill,1997,"""In My Bed""","""dru hill""",TRUE,5,Island Records,1996-11-19
spice girls,1997,"""Say You'll Be There""","""spice girls""",FALSE,5,Virgin Records,1996-01-01
robyn,1997,"""Do You Know (What It Takes)""","""robyn""",TRUE,2,RCA Records Label,1995-10-13
boyz ii men,1997,"""4 Seasons of Loneliness""","""boyz ii men""",FALSE,13,Unidisc,1987-01-01
changing faces,1997,"""G.H.E.T.T.O.U.T.""","""changing faces""",FALSE,2,Big Beat Records,1997-05-30
mariah carey,1997,"""Honey""","""mariah carey""",FALSE,35,Columbia/Legacy,1997-08-26
whitney houston,1997,"""I Believe in You and Me""","""whitney houston""",FALSE,22,Arista,1992-11-17
freak nasty,1997,"""Da' Dip""","""freak nasty""",TRUE,1,Elektra Records,1993-11-16
spice girls,1997,"""2 Become 1""","""spice girls""",FALSE,5,Virgin Records,1996-01-01
sister hazel,1997,"""All for You""","""sister hazel""",TRUE,2,Universal Records,1997-01-01
112,1997,"""Cupid""","""112""",FALSE,6,Rhino Atlantic,1996
paula cole,1997,"""Where Have All the Cowboys Gone?""","""paula cole""",TRUE,2,Virgin Records,1988-01-01
shawn colvin,1997,"""Sunny Came Home""","""shawn colvin""",TRUE,1,Columbia,1996-09-30
tim mcgraw,1997,"""It's Your Love""","[""tim mcgraw"",""faith hill""]",FALSE,10,Curb Records,1997-06-03
gina g,1997,"""Ooh Aah... Just a Little Bit""","""gina g""",TRUE,1,Rhino/Warner Records,1996-01-01
merril bainbridge,1997,"""Mouth""","""merril bainbridge""",FALSE,2,Sony Music Entertainment,1994-10-24
allure,1997,"""All Cried Out""","[""allure"",""112""]",TRUE,2,Epic/Legacy,1997-02-01
new edition,1997,"""I'm Still in Love with You""","""new edition""",FALSE,4,Geffen*,1996-01-01
98 degrees,1997,"""Invisible Man""","""98 degrees""",TRUE,6,Elektra Records,1995-02-21
lil' kim,1997,"""Not Tonight""","[""lil' kim"",""da brat"",""left eye"",""missy elliott"",""angie martinez""]",TRUE,4,Rhino Atlantic,1996
bone thugs-n-harmony,1997,"""Look into My Eyes""","""bone thugs-n-harmony""",FALSE,4,Ruthless Records,1997
702,1997,"""Get It Together""","""702""",TRUE,2,Qwest Records IGA,1991-01-01
celine dion,1997,"""All by Myself""","""celine dion""",FALSE,11,Columbia,1996-03-11
celine dion,1997,"""It's All Coming Back to Me Now""","""celine dion""",FALSE,11,Columbia,1996-03-11
somethin' for the people,1997,"""My Love Is the Shhh!""","[""somethin' for the people"",""trina"",""tamara""]",TRUE,2,Warner Records,1997-09-12
no mercy,1997,"""Where Do You Go""","""no mercy""",FALSE,2,MCI,1996-10-05
barbra streisand,1997,"""I Finally Found Someone""","[""barbra streisand"",""bryan adams""]",FALSE,10,Columbia,1996-10-15
foxy brown,1997,"""I'll Be""","[""foxy brown"",""jay-z""]",TRUE,1,RAL (Rush Associated Label),1996-01-01
sheryl crow,1997,"""If It Makes You Happy""","""sheryl crow""",FALSE,8,A&M,1993-08-03
dru hill,1997,"""Never Make a Promise""","""dru hill""",FALSE,5,Island Records,1996-11-19
journey,1997,"""When You Love a Woman""","""journey""",FALSE,6,Columbia/Legacy,1988-11-29
magoo,1997,"""Up Jumps da Boogie""","[""magoo"",""timbaland""]",TRUE,1,Blackground Records,1997-11-11
toni braxton,1997,"""I Don't Want To"" / ""I Love Me Some Him""","""toni braxton""",FALSE,9,Qwest Records IGA,1991-01-01
sheryl crow,1997,"""Everyday Is a Winding Road""","""sheryl crow""",FALSE,8,A&M,1993-08-03
mc lyte,1997,"""Cold Rock a Party""","""mc lyte""",FALSE,2,Rhino/Elektra,1996
ginuwine,1997,"""Pony""","""ginuwine""",FALSE,7,550 Music - Epic,1996-10-08
sarah mclachlan,1997,"""Building a Mystery""","""sarah mclachlan""",TRUE,4,Arista,1997-09-01
donna lewis,1997,"""I Love You Always Forever""","""donna lewis""",FALSE,2,Atlantic Records,1996-04-16
white town,1997,"""Your Woman""","""white town""",TRUE,1,Echo,1997-02-24
coolio,1997,"""C U When U Get There""","[""coolio"",""40 thevz""]",FALSE,5,"Tommy Boy Music, LLC",1997-08-26
eric clapton,1997,"""Change the World""","""eric clapton""",FALSE,8,Bushbranch / Surfdog Records,1986-11-24
b-rock and the bizz,1997,"""My Baby Daddy""","""b-rock and the bizz""",TRUE,1,Go Legal Enterprise,2019-05-31
chumbawamba,1997,"""Tubthumping""","""chumbawamba""",TRUE,2,EMI,1997-09-01
r. kelly,1997,"""Gotham City""","""r. kelly""",FALSE,18,Stingray Music,2012-04-04
az yet,1997,"""Last Night""","""az yet""",FALSE,3,Arista/LaFace Records,1996-10-27
various artists,1997,"""ESPN Presents The Jock Jam""","""various artists""",TRUE,1,Warlock Records,1988
heavy d,1997,"""Big Daddy""","""heavy d""",FALSE,3,Jive/Legacy,1988-04-12
total,1997,"""What About Us""","""total""",FALSE,5,Bad Boy Records,1998-10-27
scarface,1997,"""Smile""","[""scarface"",""2pac"",""johnny p.""]",TRUE,1,Rap-A-Lot Records,1997
montell jordan,1997,"""What's on Tonight""","""montell jordan""",FALSE,4,RAL (Rush Associated Label),1995-01-01
bruce springsteen,1997,"""Secret Garden""","""bruce springsteen""",FALSE,9,Universal Music AS,1995-01-01
aaliyah,1997,"""The One I Gave My Heart To""","""aaliyah""",FALSE,11,Blackground Records,1996-08-13
seal,1997,"""Fly Like an Eagle""","""seal""",FALSE,5,CAPITOL CATALOG MKT (C92),1976-01-01
lil' kim,1997,"""No Time""","[""lil' kim"",""puff daddy""]",FALSE,4,Rhino Atlantic,1996
luscious jackson,1997,"""Naked Eye""","""luscious jackson""",TRUE,1,Capitol Records,1996-01-01
los del río,1997,"""Macarena (Bayside Boys Mix)""","""los del río""",FALSE,3,RCA Records Label,1996-04-29
erykah badu,1997,"""On & On""","""erykah badu""",TRUE,3,Universal Records,1997-01-01
joe,1997,"""Don't Wanna Be a Player""","""joe""",FALSE,4,Jive,1997-09-23
warren g,1997,"""I Shot the Sheriff""","""warren g""",FALSE,3,Universal-Island Records Ltd.,1973-10-19
brian mcknight,1997,"""You Should Be Mine (Don't Waste Your Time)""","[""brian mcknight"",""mase""]",FALSE,4,Motown,1997-01-01
madonna,1997,"""Don't Cry for Me Argentina""","""madonna""",FALSE,36,Modal Production Group Ltd,1996
swv,1997,"""Someone""","[""swv"",""puff daddy""]",FALSE,6,Motown,1990-01-01
michael bolton,1997,"""Go the Distance""","""michael bolton""",FALSE,10,Columbia,1997-11-04
real mccoy,1997,"""One More Time""","""real mccoy""",FALSE,5,Hansa Local,1997-03-16
next,1997,"""Butta Love""","""next""",TRUE,5,Geffen*,1989-01-01
mr. president,1997,"""Coco Jamboo""","""mr. president""",TRUE,1,MACC Media Accounting GmbH,1996-03-29
keith sweat,1997,"""Twisted""","""keith sweat""",FALSE,8,Rhino/Elektra,1996
aqua,1997,"""Barbie Girl""","""aqua""",TRUE,1,Universal Music A/S,1997-01-01
the cranberries,1997,"""When You're Gone"" / ""Free to Decide""","""the cranberries""",FALSE,2,Island Records,1993-03-01
dj kool,1997,"""Let Me Clear My Throat""","""dj kool""",TRUE,1,American Recordings Catalog P&D,1996-01-01
the blackout all-stars,1997,"""I Like It""","""the blackout all-stars""",TRUE,1,UNI/MOTOWN,1982-04-28
toni braxton,1997,"""You're Makin' Me High"" / ""Let It Flow""","""toni braxton""",FALSE,9,Island Mercury,1993-01-01
madonna,1997,"""You Must Love Me""","""madonna""",FALSE,36,Hansa Local,1989
ray j,1997,"""Let It Go""","""ray j""",TRUE,3,EastWest America,1996-09-24
next,1998,"""Too Close""","""next""",FALSE,5,Arista,1997-09-30
brandy,1998,"""The Boy Is Mine""","[""brandy"",""monica""]",FALSE,11,Atlantic Records,1998-05-29
shania twain,1998,"""You're Still the One""","""shania twain""",TRUE,5,Mercury Nashville,1997
savage garden,1998,"""Truly Madly Deeply""","""savage garden""",FALSE,4,Sony Music Entertainment,1997
leann rimes,1998,"""How Do I Live""","""leann rimes""",FALSE,5,Curb Records,1997-09-09
janet,1998,"""Together Again""","""janet""",TRUE,2,A&M,1989-09-19
k-ci,1998,"""All My Life""","[""k-ci"",""jojo""]",TRUE,3,Geffen*,1997-01-01
elton john,1998,"""Candle in the Wind 1997"" / ""Something About the Way You Look Tonight""","""elton john""",FALSE,28,EMI,1974-06-28
usher,1998,"""Nice & Slow""","""usher""",FALSE,25,Rhino/Elektra,1996
paula cole,1998,"""I Don't Want to Wait""","""paula cole""",FALSE,2,Rhino/Warner Records,1996
third eye blind,1998,"""How's It Going to Be""","""third eye blind""",FALSE,5,Rhino/Elektra,1997-04-08
destiny's child,1998,"""No, No, No""","""destiny's child""",TRUE,12,Columbia,1998-02-17
celine dion,1998,"""My Heart Will Go On""","""celine dion""",FALSE,11,Masterworks,1997
will smith,1998,"""Gettin' Jiggy wit It""","""will smith""",TRUE,4,Columbia,1997-10-03
usher,1998,"""You Make Me Wanna...""","""usher""",FALSE,25,Arista/LaFace Records,1997-09-16
usher,1998,"""My Way""","""usher""",FALSE,25,Arista/LaFace Records,1997-09-16
mariah carey,1998,"""My All""","""mariah carey""",FALSE,35,Columbia,1990-06-12
monica,1998,"""The First Night""","""monica""",FALSE,8,Arista/Legacy,1998-07-07
puff daddy,1998,"""Been Around the World""","[""puff daddy"",""the family"",""the notorious b.i.g."",""mase""]",FALSE,6,Bad Boy Records,1997
sarah mclachlan,1998,"""Adia""","""sarah mclachlan""",FALSE,4,Arista,1997-09-01
jennifer paige,1998,"""Crush""","""jennifer paige""",TRUE,1,Hollywood Records,1998-01-01
backstreet boys,1998,"""Everybody (Backstreet's Back)""","""backstreet boys""",FALSE,7,Jive,1996
aerosmith,1998,"""I Don't Want to Miss a Thing""","""aerosmith""",FALSE,12,Columbia/Sony Music Soundtrax,1998-06-23
public announcement,1998,"""Body Bumpin' (Yippie-Yi-Yo)""","""public announcement""",TRUE,1,A&M,1998-01-01
faith hill,1998,"""This Kiss""","""faith hill""",TRUE,6,Warner Records/Nashville,1998-04-10
