primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label
tweet,2002,"""Oops (Oh My)""","[""tweet"",""missy elliott""]",TRUE,1,Atlantic Records,2002-04-02,,2000s,TRUE
kelly clarkson,2002,"""A Moment Like This""","""kelly clarkson""",TRUE,17,RCA Records Label,2003-04-15,,2000s,FALSE
truth hurts,2002,"""Addictive""","[""truth hurts"",""rakim""]",TRUE,1,Aftermath,2002-01-01,,2000s,FALSE
ashanti,2002,"""Happy""","""ashanti""",FALSE,5,RT Industries,2001-12-04,,2000s,FALSE
john mayer,2002,"""No Such Thing""","""john mayer""",TRUE,6,Aware/Columbia,2001-08-16,,2000s,FALSE
pink,2002,"""Just Like a Pill""","""pink""",FALSE,19,Arista,2001,,2000s,FALSE
ja rule,2002,"""Down 4 U""","[""ja rule"",""ashanti"",""charli baltimore"",""vita""]",FALSE,7,Rhino/Elektra,2001-09-11,,2000s,FALSE
kylie minogue,2002,"""Can't Get You Out of My Head""","""kylie minogue""",FALSE,2,Parlophone UK,2001-10-01,,2000s,FALSE
five for fighting,2002,"""Superman (It's Not Easy)""","""five for fighting""",TRUE,2,Aware/Columbia,2000-09-26,,2000s,FALSE
eminem,2002,"""Cleanin' Out My Closet""","""eminem""",FALSE,18,Aftermath,2002-05-26,,2000s,FALSE
musiq soulchild,2002,"""Halfcrazy""","""musiq soulchild""",FALSE,2,Def Soul,2002-05-07,,2000s,FALSE
mr. cheeks,2002,"""Lights, Camera, Action!""","""mr. cheeks""",TRUE,1,UNI/MOTOWN,2001-01-01,,2000s,FALSE
big tymers,2002,"""Still Fly""","""big tymers""",TRUE,1,Cash Money,2000-01-01,,2000s,FALSE
alicia keys,2002,"""A Woman's Worth""","""alicia keys""",FALSE,12,J Records,2001-06-05,,2000s,FALSE
craig david,2002,"""7 Days""","""craig david""",FALSE,2,Sony Music UK,2000-08-14,,2000s,FALSE
cam'ron,2002,"""Hey Ma""","[""cam'ron"",""juelz santana"",""freekey zekey""]",FALSE,2,Roc-A-Fella,2002-01-01,,2000s,FALSE
missy elliott,2002,"""Work It""","""missy elliott""",FALSE,8,Atlantic Records/ATG,2002-11-12,,2000s,TRUE
ludacris,2002,"""Move Bitch""","[""ludacris"",""mystikal"",""i-20""]",FALSE,14,RAL (Rush Associated Label),2001-01-01,,2000s,FALSE
leann rimes,2002,"""Can't Fight the Moonlight""","""leann rimes""",FALSE,5,Nattvind Records,2000-02-07,,2000s,FALSE
enrique iglesias,2002,"""Escape""","""enrique iglesias""",FALSE,8,EI Productions LLC,1995-11-23,,2000s,FALSE
aaliyah,2002,"""More Than A Woman""","""aaliyah""",FALSE,11,Blackground Records,2001-07-07,,2000s,FALSE
no doubt,2002,"""Hella Good""","""no doubt""",FALSE,6,Interscope,2001-12-11,,2000s,FALSE
faith evans,2002,"""I Love You""","""faith evans""",FALSE,5,Bad Boy Records,1995,,2000s,FALSE
daniel bedingfield,2002,"""Gotta Get thru This""","""daniel bedingfield""",TRUE,2,Island Mercury,2002-01-01,,2000s,FALSE
busta rhymes,2002,"""Pass the Courvoisier, Part II""","[""busta rhymes"",""p. diddy"",""pharrell""]",FALSE,7,MINOR MUSIC,1992-09-01,,2000s,FALSE
eminem,2002,"""Lose Yourself""","""eminem""",FALSE,18,Aftermath,2002-05-26,,2000s,FALSE
michael jackson,2002,"""Butterflies""","""michael jackson""",FALSE,26,Epic,2001-10-29,,2000s,TRUE
brandy,2002,"""What About Us?""","""brandy""",FALSE,11,Beat Club,2002-01-01,,2000s,FALSE
shakira,2002,"""Underneath Your Clothes""","""shakira""",FALSE,6,Epic,2001-11-13,,2000s,TRUE
mary j. blige,2002,"""Rainy Dayz""","[""mary j. blige"",""ja rule""]",FALSE,9,UNI/MOTOWN,1993-01-15,,2000s,FALSE
ginuwine,2002,"""Differences""","""ginuwine""",FALSE,7,Rhino/Elektra,1996,,2000s,FALSE
angie martinez,2002,"""If I Could Go!""","[""angie martinez"",""lil' mo"",""sacario""]",TRUE,1,Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States.,2002-09-15,,2000s,FALSE
outkast,2002,"""The Whole World""","[""outkast"",""killer mike""]",FALSE,7,Arista/LaFace Records,1996-08-27,,2000s,FALSE
no doubt,2002,"""Underneath It All""","[""no doubt"",""lady saw""]",FALSE,6,Interscope,2001-12-11,,2000s,FALSE
city high,2002,"""Caramel""","[""city high"",""eve""]",FALSE,2,Interscope,2001-01-01,,2000s,FALSE
ll cool j,2002,"""Luv U Better""","""ll cool j""",FALSE,7,Def Jam Recordings,2002-10-08,,2000s,TRUE
sean paul,2002,"""Gimme the Light""","""sean paul""",TRUE,8,Last Kings Music,2014-11-22,,2000s,FALSE
nsync,2002,"""Gone""","""nsync""",FALSE,8,Northwestside Records,1997,,2000s,FALSE
ja rule,2002,"""Livin' It Up""","[""ja rule"",""case""]",FALSE,7,Def Jam Recordings,2001-10-02,,2000s,TRUE
ludacris,2002,"""Rollout (My Business)""","""ludacris""",FALSE,14,RAL (Rush Associated Label),2001-01-01,,2000s,FALSE
goo goo dolls,2002,"""Here Is Gone""","""goo goo dolls""",FALSE,6,Universal Records,2000,,2000s,FALSE
mary j. blige,2002,"""No More Drama""","""mary j. blige""",FALSE,9,Uptown,1994-01-01,,2000s,FALSE
dirty vegas,2002,"""Days Go By""","""dirty vegas""",TRUE,1,New State Music,2002,,2000s,FALSE
ashanti,2002,"""Baby""","""ashanti""",FALSE,5,Def Jam Recordings,2001-10-02,,2000s,TRUE
kenny chesney,2002,"""The Good Stuff""","""kenny chesney""",FALSE,10,BNA Records Label,2002-04-02,,2000s,FALSE
fat joe,2002,"""We Thuggin'""","[""fat joe"",""r. kelly""]",FALSE,5,LOUD Records,1998-04-28,,2000s,FALSE
steve holy,2002,"""Good Morning Beautiful""","""steve holy""",TRUE,1,Curb Records,2000-10-03,,2000s,FALSE
aaliyah,2002,"""Rock the Boat""","""aaliyah""",FALSE,11,Blackground Records,2001-07-07,,2000s,FALSE
alan jackson,2002,"""Drive (For Daddy Gene)""","""alan jackson""",TRUE,4,Arista Nashville,2002-01-15,,2000s,FALSE
jewel,2002,"""Standing Still""","""jewel""",FALSE,6,Cleopatra Records,1993-05-11,,2000s,FALSE
jaheim,2002,"""Anything""","[""jaheim"",""next""]",TRUE,2,Warner Records,2001-03-13,,2000s,FALSE
brandy,2002,"""Full Moon""","""brandy""",FALSE,11,Atlantic Records,2002-02-25,,2000s,TRUE
b2k,2002,"""Uh Huh""","""b2k""",TRUE,2,Sony Urban/Epic/Sony Soundtrax,2000,,2000s,TRUE
celine dion,2002,"""A New Day Has Come""","""celine dion""",FALSE,11,Sound Service,2000-10-16,,2000s,FALSE
nelly furtado,2002,"""Turn Off the Light""","""nelly furtado""",FALSE,5,Geffen,2000,,2000s,TRUE
george strait,2002,"""Living and Living Well""","""george strait""",FALSE,3,Arista Nashville,1994-06-28,,2000s,FALSE
toby keith,2002,"""My List""","""toby keith""",FALSE,7,DreamWorks Nashville,2001-08-10,,2000s,FALSE
alanis morissette,2002,"""Hands Clean""","""alanis morissette""",FALSE,3,Rhino/Maverick Records,1995,,2000s,FALSE
avril lavigne,2002,"""Sk8er Boi""","""avril lavigne""",FALSE,8,Arista,2002-06-04,,2000s,FALSE
dixie chicks,2002,"""Long Time Gone""","""dixie chicks""",FALSE,3,Polydor,1974-09-01,,2000s,FALSE
alan jackson,2002,"""Where Were You (When the World Stopped Turning)""","""alan jackson""",FALSE,4,Arista Nashville,2002-01-15,,2000s,FALSE
justin timberlake,2002,"""Like I Love You""","""justin timberlake""",TRUE,16,Jive,2002-11-04,,2000s,TRUE
toya,2002,"""I Do!!""","""toya""",FALSE,2,Arista,2001-07-09,,2000s,FALSE
50 cent,2003,"""In da Club""","""50 cent""",TRUE,9,Shady Records,2003-02-06,,2000s,FALSE
r. kelly,2003,"""Ignition""","""r. kelly""",FALSE,18,Motown,2000-06-27,,2000s,FALSE
sean paul,2003,"""Get Busy""","""sean paul""",FALSE,8,Arista,2003-06-11,,2000s,FALSE
beyoncé,2003,"""Crazy in Love""","[""beyoncé"",""jay-z""]",TRUE,23,Columbia,2003-06-24,,2000s,FALSE
3 doors down,2003,"""When I'm Gone""","""3 doors down""",FALSE,8,Universal Records,2002-11-12,,2000s,FALSE
matchbox twenty,2003,"""Unwell""","""matchbox twenty""",FALSE,3,Atlantic Records,2002-11-01,,2000s,TRUE
chingy,2003,"""Right Thurr""","""chingy""",TRUE,5,Capitol Records,2003-01-01,,2000s,FALSE
aaliyah,2003,"""Miss You""","""aaliyah""",FALSE,11,Blackground Records,2001-07-07,,2000s,FALSE
kid rock,2003,"""Picture""","[""kid rock"",""sheryl crow""]",FALSE,3,Top Dog/Atlantic,2001,,2000s,FALSE
evanescence,2003,"""Bring Me to Life""","[""evanescence"",""paul mccoy""]",TRUE,3,The Bicycle Music Company,2003-03-04,,2000s,FALSE
lil jon,2003,"""Get Low""","[""lil jon"",""the east side boyz"",""ying yang twins""]",TRUE,4,The Orchard,2002-10-29,,2000s,FALSE
beyoncé,2003,"""Baby Boy""","[""beyoncé"",""sean paul""]",FALSE,23,Columbia,2003-06-24,,2000s,FALSE
nelly,2003,"""Shake Ya Tailfeather""","[""nelly"",""p. diddy"",""murphy lee""]",FALSE,14,Motown,2000-06-27,,2000s,FALSE
50 cent,2003,"""21 Questions""","[""50 cent"",""nate dogg""]",FALSE,9,Shady Records,2003-02-06,,2000s,FALSE
jennifer lopez,2003,"""All I Have""","[""jennifer lopez"",""ll cool j""]",FALSE,11,Arista,1992-11-17,,2000s,FALSE
christina aguilera,2003,"""Beautiful""","""christina aguilera""",FALSE,9,RCA Records Label,2002-07-19,,2000s,FALSE
busta rhymes,2003,"""I Know What You Want""","[""busta rhymes"",""mariah carey"",""flipmode squad""]",FALSE,7,J Records/Legacy,2001-11-07,,2000s,FALSE
avril lavigne,2003,"""I'm with You""","""avril lavigne""",FALSE,8,Arista,2002-06-04,,2000s,FALSE
uncle kracker,2003,"""Drift Away""","[""uncle kracker"",""dobie gray""]",FALSE,3,Lava,2002-07-09,,2000s,FALSE
lil' kim,2003,"""Magic Stick""","[""lil' kim"",""50 cent""]",FALSE,4,Atlantic Records,2003-03-03,,2000s,TRUE
50 cent,2003,"""P.I.M.P.""","""50 cent""",FALSE,9,Shady Records,2003-02-06,,2000s,FALSE
b2k,2003,"""Bump, Bump, Bump""","[""b2k"",""p. diddy""]",FALSE,2,Epic,2002,,2000s,TRUE
fabolous,2003,"""Into You""","[""fabolous"",""tamia""]",TRUE,4,Rhino/Elektra,2003-01-14,,2000s,FALSE
fabolous,2003,"""Can't Let You Go""","[""fabolous"",""lil' mo"",""mike shorey""]",FALSE,4,Rhino/Elektra,2003-01-14,,2000s,FALSE
ja rule,2003,"""Mesmerize""","[""ja rule"",""ashanti""]",FALSE,7,RT Industries,2001-12-04,,2000s,FALSE
black eyed peas,2003,"""Where Is the Love?""","""black eyed peas""",TRUE,2,Pandisc Music Corporation,2002-10-22,,2000s,FALSE
santana,2003,"""The Game of Love""","[""santana"",""michelle branch""]",FALSE,9,Columbia/Legacy,1970-09-23,,2000s,FALSE
eminem,2003,"""Lose Yourself""","""eminem""",FALSE,18,Aftermath,2002-05-26,,2000s,FALSE
ashanti,2003,"""Rock wit U (Awww Baby)""","""ashanti""",FALSE,5,Geffen*,1988-01-01,,2000s,FALSE
justin timberlake,2003,"""Cry Me a River""","""justin timberlake""",FALSE,16,Jive,2002-11-04,,2000s,TRUE
tyrese,2003,"""How You Gonna Act Like That""","""tyrese""",FALSE,2,J Records,2002-12-01,,2000s,FALSE
justin timberlake,2003,"""Rock Your Body""","""justin timberlake""",FALSE,16,Jive,2002-11-04,,2000s,TRUE
wayne wonder,2003,"""No Letting Go""","""wayne wonder""",TRUE,1,VP Records,2003,,2000s,FALSE
pharrell,2003,"""Frontin'""","[""pharrell"",""jay-z""]",TRUE,1,Arista,2003-08-19,,2000s,FALSE
dixie chicks,2003,"""Landslide""","""dixie chicks""",FALSE,3,Warner Records,1975-07-11,,2000s,FALSE
missy elliott,2003,"""Work It""","""missy elliott""",FALSE,8,Atlantic Records/ATG,2002-11-12,,2000s,TRUE
jay-z,2003,"""'03 Bonnie & Clyde""","[""jay-z"",""beyoncé""]",FALSE,16,Aftermath,1999-02-23,,2000s,FALSE
nivea,2003,"""Don't Mess with My Man""","[""nivea"",""jagged edge""]",TRUE,1,UNIDISC MUSIC INC.,2000-05-23,,2000s,FALSE
monica,2003,"""So Gone""","""monica""",FALSE,8,J Records,2003,,2000s,FALSE
nelly,2003,"""Air Force Ones""","[""nelly"",""murphy lee"",""ali"",""and kyjuan""]",FALSE,14,Motown,2000-06-27,,2000s,FALSE
lumidee,2003,"""Never Leave You (Uh Oooh, Uh Oooh)""","""lumidee""",TRUE,1,Universal Records,2003-01-01,,2000s,FALSE
snoop dogg,2003,"""Beautiful""","[""snoop dogg"",""pharrell"",""charlie wilson""]",TRUE,6,Parlophone,2002-01-01,,2000s,FALSE
missy elliott,2003,"""Gossip Folks""","[""missy elliott"",""ludacris""]",FALSE,8,Atlantic Records/ATG,2002-11-12,,2000s,TRUE
kelly clarkson,2003,"""Miss Independent""","""kelly clarkson""",FALSE,17,RCA Records Label,2003-04-15,,2000s,FALSE
train,2003,"""Calling All Angels""","""train""",FALSE,6,Columbia,2003-06-03,,2000s,FALSE
youngbloodz,2003,"""Damn!""","[""youngbloodz"",""lil jon""]",TRUE,2,Arista,2003-06-30,,2000s,FALSE
clay aiken,2003,"""This Is the Night""","""clay aiken""",TRUE,1,RCA Records Label,2003-06-03,,2000s,FALSE
john mayer,2003,"""Your Body Is a Wonderland""","""john mayer""",FALSE,6,Aware/Columbia,2001-08-16,,2000s,FALSE
trapt,2003,"""Headstrong""","""trapt""",TRUE,1,RT Industries,2002-11-05,,2000s,FALSE
ginuwine,2003,"""In Those Jeans""","""ginuwine""",FALSE,7,Epic,2003-04-08,,2000s,TRUE
ludacris,2003,"""Stand Up""","[""ludacris"",""shawnna""]",FALSE,14,Atlantic Records/ATG,2002-11-12,,2000s,TRUE
jason mraz,2003,"""The Remedy (I Won't Worry)""","""jason mraz""",TRUE,4,Elektra Records,2002-10-15,,2000s,FALSE
santana,2003,"""Why Don't You & I""","[""santana"",""alex band""]",FALSE,9,Arista,2002-09-30,,2000s,FALSE
jay-z,2003,"""Excuse Me Miss""","""jay-z""",FALSE,16,Roc Nation / Jay-Z,2002-11-12,,2000s,FALSE
jennifer lopez,2003,"""Jenny from the Block""","[""jennifer lopez"",""jadakiss"",""styles p""]",FALSE,11,Epic/Legacy,2002-09-26,,2000s,TRUE
michelle branch,2003,"""Are You Happy Now?""","""michelle branch""",FALSE,2,MWG / Music World Entertainment Corporation,2002,,2000s,FALSE
shania twain,2003,"""Forever and for Always""","""shania twain""",FALSE,5,Warner Records/Nashville,2000,,2000s,FALSE
nas,2003,"""I Can""","""nas""",TRUE,1,Epic,1972,,2000s,TRUE
no doubt,2003,"""Underneath It All""","[""no doubt"",""lady saw""]",FALSE,6,Interscope,2001-12-11,,2000s,FALSE
daniel bedingfield,2003,"""If You're Not the One""","""daniel bedingfield""",FALSE,2,Island Mercury,2002-01-01,,2000s,FALSE
r. kelly,2003,"""Thoia Thoing""","""r. kelly""",FALSE,18,Rhino/Elektra,1996,,2000s,FALSE
3 doors down,2003,"""Here Without You""","""3 doors down""",FALSE,8,Hansa Local,1989,,2000s,FALSE
50 cent,2003,"""Wanksta""","""50 cent""",FALSE,9,Shady Records,2003-02-06,,2000s,FALSE
mýa,2003,"""My Love Is Like...Wo""","""mýa""",FALSE,4,A&M,2003-01-01,,2000s,FALSE
alan jackson,2003,"""It's Five O'Clock Somewhere""","[""alan jackson"",""jimmy buffett""]",FALSE,4,Arista Nashville,2003-10-09,,2000s,FALSE
sean paul,2003,"""Like Glue""","""sean paul""",FALSE,8,VP Records,2005-09-27,,2000s,FALSE
christina aguilera,2003,"""Can't Hold Us Down""","[""christina aguilera"",""lil' kim""]",FALSE,9,Rhino,1998-09-14,,2000s,FALSE
lonestar,2003,"""My Front Porch Looking In""","""lonestar""",FALSE,5,BNA/Legacy,1995,,2000s,FALSE
amanda perez,2003,"""Angel""","""amanda perez""",TRUE,1,Universal (MT),2002-01-01,,2000s,FALSE
puddle of mudd,2003,"""She Hates Me""","""puddle of mudd""",FALSE,2,Flawless Records,2001-08-28,,2000s,FALSE
frankie j,2003,"""Don't Wanna Try""","""frankie j""",TRUE,2,Chrysalis\EMI Records (USA),1994-01-01,,2000s,FALSE
lil' kim,2003,"""The Jump Off""","[""lil' kim"",""mr. cheeks""]",FALSE,4,Rhino Atlantic,2003,,2000s,FALSE
jewel,2003,"""Intuition""","""jewel""",FALSE,6,Craft Recordings,2003-06-03,,2000s,FALSE
ginuwine,2003,"""Hell Yeah""","[""ginuwine"",""baby""]",FALSE,7,Epic,2001-04-03,,2000s,TRUE
toby keith,2003,"""Beer for My Horses""","[""toby keith"",""willie nelson""]",FALSE,7,DreamWorks Nashville,2002-01-01,,2000s,FALSE
chingy,2003,"""Holidae In""","[""chingy"",""ludacris"",""snoop dogg""]",FALSE,5,Capitol Records,2003-01-01,,2000s,FALSE
baby bash,2003,"""Suga Suga""","[""baby bash"",""frankie j""]",TRUE,5,Universal Records,2003-01-01,,2000s,FALSE
erykah badu,2003,"""Love of My Life (An Ode to Hip-Hop)""","[""erykah badu"",""common""]",FALSE,3,Geffen,1999-02-23,,2000s,TRUE
christina aguilera,2003,"""Fighter""","""christina aguilera""",FALSE,9,RCA Records Label,2002-07-19,,2000s,FALSE
2pac,2003,"""Thugz Mansion""","""2pac""",FALSE,6,Ruthless Records,1997-08-05,,2000s,FALSE
coldplay,2003,"""Clocks""","""coldplay""",TRUE,8,Parlophone Records Limited,2002-08-27,,2000s,FALSE
jaheim,2003,"""Put That Woman First""","""jaheim""",FALSE,2,Warner Records,2002-11-05,,2000s,FALSE
ashanti,2003,"""Rain on Me""","""ashanti""",FALSE,5,"I.G. Records, Inc./Universal Records",2003-01-01,,2000s,FALSE
mark wills,2003,"""19 Somethin'""","""mark wills""",TRUE,1,Bad Boy Records,1994-09-13,,2000s,FALSE
young gunz,2003,"""Can't Stop, Won't Stop""","""young gunz""",TRUE,1,Virgin Records,1985-01-01,,2000s,FALSE
brooks,2003,"""Red Dirt Road""","[""brooks"",""dunn""]",FALSE,2,Arista Nashville,1991-08-13,,2000s,FALSE
dierks bentley,2003,"""What Was I Thinkin'""","""dierks bentley""",TRUE,2,Capitol Nashville,2003-01-01,,2000s,FALSE
ruben studdard,2003,"""Flying Without Wings""","""ruben studdard""",TRUE,2,J Records,2003-06-03,,2000s,FALSE
eminem,2003,"""Sing for the Moment""","""eminem""",FALSE,18,Aftermath,2002-05-26,,2000s,FALSE
darryl worley,2003,"""Have You Forgotten?""","""darryl worley""",TRUE,1,DreamWorks Nashville,2003-01-01,,2000s,FALSE
kenny chesney,2003,"""No Shoes, No Shirt, No Problems""","""kenny chesney""",FALSE,10,BNA Records Label,2002-04-02,,2000s,FALSE
aaliyah,2003,"""Come Over""","""aaliyah""",FALSE,11,Blackground Records,2001-07-07,,2000s,FALSE
field mob,2003,"""Sick of Being Lonely""","""field mob""",TRUE,2,Geffen,2002-10-22,,2000s,TRUE
r. kelly,2003,"""Step in the Name of Love""","""r. kelly""",FALSE,18,Geffen*,1988-01-01,,2000s,FALSE
thalía,2003,"""I Want You""","[""thalía"",""fat joe""]",TRUE,1,Capitol Latin,2003-01-01,,2000s,FALSE
audioslave,2003,"""Like a Stone""","""audioslave""",TRUE,1,Epic/Interscope,2002-11-17,,2000s,TRUE
norah jones,2003,"""Don't Know Why""","""norah jones""",TRUE,1,DGC,1993-01-01,,2000s,FALSE
eminem,2003,"""Superman""","""eminem""",FALSE,18,Aftermath,2002-05-26,,2000s,FALSE
tim mcgraw,2003,"""Real Good Man""","""tim mcgraw""",FALSE,10,Curb Records,2002-11-26,,2000s,FALSE
floetry,2003,"""Say Yes""","""floetry""",TRUE,1,DreamWorks Urban,2002-01-01,,2000s,FALSE
usher,2004,"""Yeah!""","[""usher"",""lil jon"",""ludacris""]",FALSE,25,LaFace Records,2004-03-23,,2000s,FALSE
usher,2004,"""Burn""","""usher""",FALSE,25,Arista,2004-03-08,,2000s,FALSE
alicia keys,2004,"""If I Ain't Got You""","""alicia keys""",FALSE,12,J Records,2003-12-02,,2000s,FALSE
maroon 5,2004,"""This Love""","""maroon 5""",TRUE,25,Interscope Records*,2002,,2000s,FALSE
outkast,2004,"""The Way You Move""","[""outkast"",""sleepy brown""]",FALSE,7,Arista,2003,,2000s,FALSE
hoobastank,2004,"""The Reason""","""hoobastank""",TRUE,1,Island Def Jam,2010-01-01,,2000s,FALSE
mario winans,2004,"""I Don't Wanna Know""","[""mario winans"",""enya"",""p. diddy""]",TRUE,1,Elektra Records,2004-04-05,,2000s,FALSE
outkast,2004,"""Hey Ya!""","""outkast""",FALSE,7,Arista,2003,,2000s,FALSE
ciara,2004,"""Goodies""","[""ciara"",""petey pablo""]",TRUE,7,LaFace/Legacy,2004-06-08,,2000s,FALSE
terror squad,2004,"""Lean Back""","[""terror squad"",""fat joe"",""remy ma""]",TRUE,1,SRC Records,2004-05-11,,2000s,FALSE
j-kwon,2004,"""Tipsy""","""j-kwon""",TRUE,1,Arista,2004,,2000s,FALSE
usher,2004,"""Confessions Part II""","""usher""",FALSE,25,LaFace Records,2004-03-23,,2000s,FALSE
juvenile,2004,"""Slow Motion""","[""juvenile"",""soulja slim""]",FALSE,2,Cash Money,2003-01-01,,2000s,FALSE
petey pablo,2004,"""Freek-a-Leek""","""petey pablo""",TRUE,1,Jive/Legacy,2003-12-15,,2000s,TRUE
3 doors down,2004,"""Here Without You""","""3 doors down""",FALSE,8,Hansa Local,1989,,2000s,FALSE
twista,2004,"""Slow Jamz""","[""twista"",""kanye west"",""jamie foxx""]",TRUE,2,Rhino/Elektra,1996,,2000s,FALSE
nickelback,2004,"""Someday""","""nickelback""",FALSE,11,Roadrunner Records,2003-09-23,,2000s,FALSE
beyoncé,2004,"""Naughty Girl""","""beyoncé""",FALSE,23,Columbia,2003-06-24,,2000s,FALSE
evanescence,2004,"""My Immortal""","""evanescence""",FALSE,3,The Bicycle Music Company,2003-03-04,,2000s,FALSE
lil' flip,2004,"""Sunshine""","[""lil' flip"",""lea""]",TRUE,2,Sony Urban/Sucka Free Records/Columbia,2004-03-30,,2000s,FALSE
jay-z,2004,"""Dirt off Your Shoulder""","""jay-z""",FALSE,16,Rhino/Warner Records,1993-09-28,,2000s,FALSE
nina sky,2004,"""Move Ya Body""","[""nina sky"",""jabba""]",TRUE,1,Universal Records,2004-01-01,,2000s,FALSE
christina milian,2004,"""Dip It Low""","""christina milian""",TRUE,1,Def Jam Recordings,2004,,2000s,TRUE
usher,2004,"""My Boo""","[""usher"",""alicia keys""]",FALSE,25,LaFace Records,2004-03-23,,2000s,FALSE
chingy,2004,"""One Call Away""","[""chingy"",""j-weav""]",FALSE,5,Capitol Records,2003-01-01,,2000s,FALSE
beyoncé,2004,"""Me, Myself and I""","""beyoncé""",FALSE,23,Columbia,2003-06-24,,2000s,FALSE
kevin lyttle,2004,"""Turn Me On""","[""kevin lyttle"",""spragga benz""]",TRUE,1,Atlantic Records,2004-03-30,,2000s,TRUE
sheryl crow,2004,"""The First Cut Is the Deepest""","""sheryl crow""",FALSE,8,A&M,1993-08-03,,2000s,FALSE
alicia keys,2004,"""You Don't Know My Name""","""alicia keys""",FALSE,12,J Records/Legacy,2003-11-10,,2000s,FALSE
nelly,2004,"""My Place""","[""nelly"",""jaheim""]",FALSE,14,Motown,2000-06-27,,2000s,FALSE
twista,2004,"""Overnight Celebrity""","""twista""",FALSE,2,Atlantic Records,2004-01-27,,2000s,TRUE
cassidy,2004,"""Hotel""","[""cassidy"",""r. kelly""]",TRUE,1,J Records,2004-03-15,,2000s,FALSE
linkin park,2004,"""Numb""","""linkin park""",FALSE,7,Warner Records,2003-03-25,,2000s,FALSE
alicia keys,2004,"""Diary""","[""alicia keys"",""tony! toni! toné!""]",FALSE,12,J Records,2003-12-02,,2000s,FALSE
maroon 5,2004,"""She Will Be Loved""","""maroon 5""",FALSE,25,Interscope Records*,2002,,2000s,FALSE
dido,2004,"""White Flag""","""dido""",FALSE,2,Interscope,2000-05-23,,2000s,FALSE
los lonely boys,2004,"""Heaven""","""los lonely boys""",TRUE,1,Fantasy Records,1998-01-01,,2000s,FALSE
no doubt,2004,"""It's My Life""","""no doubt""",FALSE,6,Parlophone UK,1978,,2000s,FALSE
ashlee simpson,2004,"""Pieces of Me""","""ashlee simpson""",TRUE,1,Geffen*,2004-01-01,,2000s,FALSE
jojo,2004,"""Leave (Get Out)""","""jojo""",TRUE,2,Blackground Records,2004-06-22,,2000s,FALSE
kelis,2004,"""Milkshake""","""kelis""",TRUE,2,Arista,2003-12-05,,2000s,FALSE
ludacris,2004,"""Splash Waterfalls""","""ludacris""",FALSE,14,Def Jam South,2003-01-01,,2000s,FALSE
kanye west,2004,"""Jesus Walks""","""kanye west""",TRUE,13,Roc-A-Fella,2004-02-10,,2000s,FALSE
akon,2004,"""Locked Up""","[""akon"",""styles p""]",TRUE,8,SRC Records,2005-01-01,,2000s,FALSE
ludacris,2004,"""Stand Up""","[""ludacris"",""shawnna""]",FALSE,14,Atlantic Records/ATG,2002-11-12,,2000s,TRUE
baby bash,2004,"""Suga Suga""","[""baby bash"",""frankie j""]",FALSE,5,Universal Records,2003-01-01,,2000s,FALSE
kanye west,2004,"""All Falls Down""","[""kanye west"",""syleena johnson""]",FALSE,13,Roc-A-Fella,2004-02-10,,2000s,FALSE
britney spears,2004,"""Toxic""","""britney spears""",FALSE,16,Jive,2003-11-13,,2000s,TRUE
ying yang twins,2004,"""Salt Shaker""","[""ying yang twins"",""lil jon"",""the east side boyz""]",TRUE,2,The Orchard,2003-09-16,,2000s,FALSE
jessica simpson,2004,"""With You""","""jessica simpson""",FALSE,3,Columbia,1999-11-16,,2000s,FALSE
switchfoot,2004,"""Meant to Live""","""switchfoot""",TRUE,1,Columbia,2003,,2000s,FALSE
houston,2004,"""I Like That""","[""houston"",""chingy"",""nate dogg"",""i-20""]",TRUE,1,Capitol Records,2003-10-07,,2000s,FALSE
ruben studdard,2004,"""Sorry 2004""","""ruben studdard""",FALSE,2,J Records,2003-08-22,,2000s,FALSE
avril lavigne,2004,"""My Happy Ending""","""avril lavigne""",FALSE,8,Arista,2002-06-04,,2000s,FALSE
lloyd banks,2004,"""On Fire""","""lloyd banks""",TRUE,1,G-Unit Records,2004-01-01,,2000s,FALSE
outkast,2004,"""Roses""","""outkast""",FALSE,7,Arista/LaFace Records,1996-08-27,,2000s,FALSE
jagged edge,2004,"""Walked Outta Heaven""","""jagged edge""",FALSE,5,So So Def/Columbia,2003-08-19,,2000s,FALSE
destiny's child,2004,"""Lose My Breath""","""destiny's child""",FALSE,12,Columbia,1999-07-27,,2000s,FALSE
d12,2004,"""My Band""","""d12""",TRUE,1,Shady Records,2001-01-01,,2000s,FALSE
sean paul,2004,"""I'm Still in Love with You""","[""sean paul"",""sasha""]",FALSE,8,VP Records,2009-03-30,,2000s,FALSE
kanye west,2004,"""Through the Wire""","""kanye west""",FALSE,13,Roc-A-Fella,2004-02-10,,2000s,FALSE
jadakiss,2004,"""Why?""","[""jadakiss"",""anthony hamilton""]",TRUE,1,Ruff Ryders RECORDS,2001-01-01,,2000s,FALSE
eamon,2004,"""Fuck It (I Don't Want You Back)""","""eamon""",TRUE,1,Jive,2004-01-23,,2000s,TRUE
avant,2004,"""Read Your Mind""","""avant""",FALSE,2,Columbia,1996-07-23,,2000s,FALSE
